,album,artist_ratio,artists,id,name,popularity,preview_url,title_ratio,uri
1025,Ella Mai,100.0,Ella Mai,2GlATHCDbLW7xq5BE0Bz5g,Shot Clock,69.0,,100.0,spotify:track:2GlATHCDbLW7xq5BE0Bz5g
1026,~how i'm feeling~,91.0,"Lauv, Troye Sivan",4vjpLMyL3ZO6aphdYr8XYw,i'm so tired...,82.0,https://p.scdn.co/mp3-preview/00c9fe9b4e0e05f0ccb9df2f144800eabae8cd54?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:4vjpLMyL3ZO6aphdYr8XYw
1027,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",100.0,Billie Eilish,3XF5xLJHOQQRbWya6hBp7d,you should see me in a crown,80.0,,100.0,spotify:track:3XF5xLJHOQQRbWya6hBp7d
1028,SOS (feat. Aloe Blacc),94.0,"Avicii, Aloe Blacc",0n2nEtLP3OzDdi12ziIekx,SOS,68.0,,100.0,spotify:track:0n2nEtLP3OzDdi12ziIekx
1029,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",100.0,Billie Eilish,3Fj47GNK2kUF0uaEDgXLaD,wish you were gay,81.0,,100.0,spotify:track:3Fj47GNK2kUF0uaEDgXLaD
1030,That's a Rack,100.0,Lil Uzi Vert,4pCEIQ6wBVuaJdER5bALtO,That's a Rack,68.0,https://p.scdn.co/mp3-preview/45f42426125907cf4c3d28e015ad4d495143f16f?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:4pCEIQ6wBVuaJdER5bALtO
1031,Rap Or Go To The League,96.0,"2 Chainz, Ariana Grande",1R6VwZ8TuHRzxZUxe88n4I,Rule The World (feat. Ariana Grande),61.0,,97.0,spotify:track:1R6VwZ8TuHRzxZUxe88n4I
1032,Feed Tha Streets II,100.0,Roddy Ricch,3wLtYwtqvKK2ewelSVPeDK,Die Young,73.0,https://p.scdn.co/mp3-preview/1374c516f7d932fa93e56b9c06f46c0c7a27a068?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:3wLtYwtqvKK2ewelSVPeDK
1033,Close To Me (feat. Swae Lee),92.0,"Ellie Goulding, Diplo, Swae Lee",5JEx7HbmvHQQswJCsoo9rA,Close To Me (with Diplo) (feat. Swae Lee),78.0,,92.0,spotify:track:5JEx7HbmvHQQswJCsoo9rA
1034,Brightest Blue,92.0,"Ellie Goulding, Diplo, Swae Lee",2GjMaJ7DacMIkgoe8oMXGg,Close To Me,44.0,,100.0,spotify:track:2GjMaJ7DacMIkgoe8oMXGg
1035,"NOW That's What I Call Music, Vol. 69",92.0,"Ellie Goulding, Diplo, Swae Lee",6ID4VVuz93AUrv5LhkHac5,Close to Me,42.0,https://p.scdn.co/mp3-preview/f51fff1123d2db85cca94e1435abcce6e5cfa4bc?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:6ID4VVuz93AUrv5LhkHac5
1036,Look Up Child,100.0,Lauren Daigle,6Up545NUflOiXo8cEraH49,You Say,77.0,https://p.scdn.co/mp3-preview/d49d24eb6af42af519cfcb6f1f59e7e8fc117939?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:6Up545NUflOiXo8cEraH49
1037,Hoodie SZN,97.0,"A Boogie Wit da Hoodie, 6ix9ine",1wJRveJZLSb1rjhnUHQiv6,Swervin (feat. 6ix9ine),82.0,https://p.scdn.co/mp3-preview/4c2dc4b8977f9b92768f9825094288d9de71fd09?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,93.0,spotify:track:1wJRveJZLSb1rjhnUHQiv6
1038,TrapStar Turnt PopStar,93.0,"PnB Rock, XXXTENTACION",4AEzAEnbm9uRgbmTdeI63K,MIDDLE CHILD,70.0,https://p.scdn.co/mp3-preview/9428e6461568bde17f305b5990f4b9246a7e8cdd?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:4AEzAEnbm9uRgbmTdeI63K
1039,I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),93.0,"Lil Peep, ILOVEMAKONNEN, Fall Out Boy",2v5JTeM6hSmi5wWy7jiwrI,I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),74.0,https://p.scdn.co/mp3-preview/113708d3c1425ae8f04571d103c2b87221305c5a?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,97.0,spotify:track:2v5JTeM6hSmi5wWy7jiwrI
1040,Secreto,91.0,"Anuel AA, KAROL G",5W83ErFkO3aKAIS1WMi6u0,Secreto,76.0,,100.0,spotify:track:5W83ErFkO3aKAIS1WMi6u0
1041,STOKELEY,100.0,Ski Mask The Slump God,1ThmUihH9dF8EV08ku5AXN,Faucet Failure,78.0,,100.0,spotify:track:1ThmUihH9dF8EV08ku5AXN
1042,STOKELEY,100.0,Ski Mask The Slump God,6ipRzP04OfezgrFVUJBVlX,Faucet Failure,43.0,,100.0,spotify:track:6ipRzP04OfezgrFVUJBVlX
1043,Youngblood (Deluxe),100.0,5 Seconds of Summer,2iUXsYOEPhVqEBwsqP70rE,Youngblood,82.0,,100.0,spotify:track:2iUXsYOEPhVqEBwsqP70rE
1044,CrasH Talk,95.0,"ScHoolboy Q, 21 Savage",4NN6N5TxBO5k9uqu0W4gfQ,Floating (feat. 21 Savage),69.0,,94.0,spotify:track:4NN6N5TxBO5k9uqu0W4gfQ
1045,CrasH Talk,94.0,"ScHoolboy Q, Travis Scott",2EGtBS7Ws3ajiSkJLviFJ4,CHopstix (feat. Travis Scott),64.0,,94.0,spotify:track:2EGtBS7Ws3ajiSkJLviFJ4
1046,Light It Up (with Tyga & Chris Brown),95.0,"Marshmello, Tyga, Chris Brown",4Q8aDd3H6LF8t4eY7So9O8,Light It Up (with Tyga & Chris Brown),66.0,,96.0,spotify:track:4Q8aDd3H6LF8t4eY7So9O8
1047,CrasH Talk,100.0,ScHoolboy Q,6tByydPskASjm9jTPkNQq0,Numb Numb Juice,69.0,,100.0,spotify:track:6tByydPskASjm9jTPkNQq0
1048,CrasH Talk,100.0,ScHoolboy Q,0hxutzjtnJYN5KwkoJ9Unf,Numb Numb Juice,38.0,,100.0,spotify:track:0hxutzjtnJYN5KwkoJ9Unf
1049,Hurts 2B Human,95.0,"P!nk, Chris Stapleton",0pwdJLLVxlJa1lnR9UeMZY,Love Me Anyway (feat. Chris Stapleton),60.0,https://p.scdn.co/mp3-preview/12cb9f35816c7cf8773a8d9acaffc07e2e31cc6e?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,97.0,spotify:track:0pwdJLLVxlJa1lnR9UeMZY
1050,4REAL 4REAL,100.0,YG,5IjRKZlpKVBBRn0COL7pik,Stop Snitchin,68.0,,96.0,spotify:track:5IjRKZlpKVBBRn0COL7pik
1051,KILL THIS LOVE,100.0,BLACKPINK,18PergoIrGmRyeYxnaXJN2,Kill This Love,79.0,,100.0,spotify:track:18PergoIrGmRyeYxnaXJN2
1052,beerbongs & bentleys,100.0,Post Malone,7dt6x5M1jzdTEt8oCbisTK,Better Now,84.0,,100.0,spotify:track:7dt6x5M1jzdTEt8oCbisTK
1053,Origins (Deluxe),100.0,Imagine Dragons,2RSHsoi04658QL5xgQVov3,Bad Liar,82.0,,100.0,spotify:track:2RSHsoi04658QL5xgQVov3
1054,Slide (feat. Blueface & Lil Tjay),93.0,"French Montana, Blueface, Lil Tjay",40Zb4FZ6nS1Hj8RVfaLkCV,Slide (feat. Blueface & Lil Tjay),62.0,https://p.scdn.co/mp3-preview/0ec4db9e6c96f89199189a0076e305da7bbedb06?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,91.0,spotify:track:40Zb4FZ6nS1Hj8RVfaLkCV
1055,Street Gossip,100.0,Lil Baby,577YBGuskWkVDCxZrLRB4v,Pure Cocaine,73.0,,100.0,spotify:track:577YBGuskWkVDCxZrLRB4v
1056,Seasons Change,100.0,Scotty McCreery,74CEfiZthUGX5yUNNUM4bj,This Is It,68.0,https://p.scdn.co/mp3-preview/4dff863e7b993f74babd4c78a51d068cf2792191?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:74CEfiZthUGX5yUNNUM4bj
1057,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",100.0,Billie Eilish,3Tc57t9l2O8FwQZtQOvPXK,my strange addiction,78.0,,100.0,spotify:track:3Tc57t9l2O8FwQZtQOvPXK
1058,Let Me Down Slowly (feat. Alessia Cara),95.0,"Alec Benjamin, Alessia Cara",1roCmBlcpV7LzsmB7pmCyt,Let Me Down Slowly (feat. Alessia Cara),68.0,https://p.scdn.co/mp3-preview/e3e9c860e28d0d861e9816a00676a85fc6bfd2bb?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,97.0,spotify:track:1roCmBlcpV7LzsmB7pmCyt
1059,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",100.0,Billie Eilish,4QIo4oxwzzafcBWkKjDpXY,xanny,78.0,,100.0,spotify:track:4QIo4oxwzzafcBWkKjDpXY
1060,Amos,100.0,Michael Ray,2TLDilmv1UmRTfyb7f2Hrx,One That Got Away,60.0,https://p.scdn.co/mp3-preview/fec652b765465631b57ed15edf9e0475a4aa980a?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:2TLDilmv1UmRTfyb7f2Hrx
1061,X 100PRE,94.0,"Bad Bunny, Drake",3gE4eQH3K83Sght0ZLvuBK,MIA,63.0,https://p.scdn.co/mp3-preview/5c64e75f388a160e84e406b01054533879ea7573?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:3gE4eQH3K83Sght0ZLvuBK
1062,Dan + Shay,100.0,Dan + Shay,42fw0rxRO2xbesF6mJfd4Y,Tequila,75.0,https://p.scdn.co/mp3-preview/fb12ad0f0757edb94b3cbf4911039e526ab1e54c?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:42fw0rxRO2xbesF6mJfd4Y
1063,Money,100.0,Cardi B,2GGMabyHXnJmjY6CXhhB2e,Money,77.0,https://p.scdn.co/mp3-preview/98ae39c7808d3c596f59e02311236f04f5201940?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:2GGMabyHXnJmjY6CXhhB2e
1064,Blue on Black,97.0,"Five Finger Death Punch, Kenny Wayne Shepherd, Brantley Gilbert, Brian May",7nioCrPVTkYopUB1rTvtK1,Blue on Black,64.0,https://p.scdn.co/mp3-preview/144a98c442362d05dd5cc94c8818d2a730d4cbc1?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:7nioCrPVTkYopUB1rTvtK1
1065,Blue on Black (Outlaws Remix),97.0,"Five Finger Death Punch, Kenny Wayne Shepherd, Brantley Gilbert, Brian May",3CPNlYiRqaXfDABCm4EM2c,Blue on Black (Outlaws Remix),50.0,https://p.scdn.co/mp3-preview/7b36e1cec0e3b976180d5eda9f2368697f40873b?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,96.0,spotify:track:3CPNlYiRqaXfDABCm4EM2c
1066,Victory Lap,93.0,"Nipsey Hussle, Belly, Dom Kennedy",4iVD0fTHGxV9JWloujsL3s,Double Up (feat. Belly and Dom Kennedy),69.0,https://p.scdn.co/mp3-preview/5eb680e9322ede1cfa96ac0677e7df82f25d97e5?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,95.0,spotify:track:4iVD0fTHGxV9JWloujsL3s
1067,you ruined new york city for me,100.0,FLETCHER,1Pj5oOFzLYELyyeh1IYRK0,Undrunk,72.0,,100.0,spotify:track:1Pj5oOFzLYELyyeh1IYRK0
1068,"NOW That's What I Call Music!, Vol. 70",100.0,FLETCHER,1SDzRifeTalpelvlzst0yk,Undrunk,26.0,,100.0,spotify:track:1SDzRifeTalpelvlzst0yk
1069,Victory Lap,94.0,"Nipsey Hussle, YG",39xWBHPM4E9MwzEy5gbM7p,Last Time That I Checc'd (feat. YG),66.0,https://p.scdn.co/mp3-preview/3c1aff4256822c342925cce6099ceaa14de0ca27?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,98.0,spotify:track:39xWBHPM4E9MwzEy5gbM7p
1070,Victory Lap,94.0,"Nipsey Hussle, YG",2jBy7nyYdgMORzPoewvgt6,Last Time That I Checc'd (feat. YG),31.0,https://p.scdn.co/mp3-preview/dfa724167e23240bfd7730b232b81f8b95cdf02b?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,98.0,spotify:track:2jBy7nyYdgMORzPoewvgt6
1071,Different 'Round Here,100.0,Riley Green,7grWGhX8SHNmyGOkMNVMCt,There Was This Girl,70.0,,100.0,spotify:track:7grWGhX8SHNmyGOkMNVMCt
1072,Soundtrack To Summer 2018 (Deluxe Edition),100.0,Riley Green,79Dky8ud938SRvC8e6eX1v,There Was This Girl,22.0,,100.0,spotify:track:79Dky8ud938SRvC8e6eX1v
1073,Country Summer,100.0,Riley Green,6XPSZYdMW7ChzcdkuKjP3Q,There Was This Girl,18.0,,100.0,spotify:track:6XPSZYdMW7ChzcdkuKjP3Q
1074,Summer Country,100.0,Riley Green,5cV2cPNj2gfbBw6JJnZFJg,There Was This Girl,16.0,,100.0,spotify:track:5cV2cPNj2gfbBw6JJnZFJg
1075,Spring Break Country 2020,100.0,Riley Green,1tDiSmioKIDZ7RnkYV6vmt,There Was This Girl,15.0,,100.0,spotify:track:1tDiSmioKIDZ7RnkYV6vmt
1076,Big Country Roots,100.0,Riley Green,0NcNFQFXPw89OrthtpvsIj,There Was This Girl,13.0,,100.0,spotify:track:0NcNFQFXPw89OrthtpvsIj
1077,Big Machine: Big Songs Of 2018,100.0,Riley Green,6AS8hixfQZeNNqyz0hPewJ,There Was This Girl,7.0,,100.0,spotify:track:6AS8hixfQZeNNqyz0hPewJ
1078,"Big Machine #1's, Volume 4",100.0,Riley Green,2SWE0fPhsnHKkkxagOwi1o,There Was This Girl,3.0,,100.0,spotify:track:2SWE0fPhsnHKkkxagOwi1o
1079,My Bad,100.0,Khalid,1DUSuNhF8P5vUGNPpQiZa5,My Bad,66.0,https://p.scdn.co/mp3-preview/ca9b72f2d3b9fc284eb7f2e85774160b6cf13e68?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:1DUSuNhF8P5vUGNPpQiZa5
1080,Free Spirit,85.0,"Khalid, John Mayer",09oZ9eXQ2fo6YDrPzJqAoP,Outta My Head (with John Mayer),71.0,https://p.scdn.co/mp3-preview/cdbf0754610cc241f80165a26fb498f8e733d6bb?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,96.0,spotify:track:09oZ9eXQ2fo6YDrPzJqAoP
1081,MONOPOLY,92.0,"Ariana Grande, Victoria Monét",6tsOcBnaKgzK22yEiqRh8P,MONOPOLY (with Victoria Monét),69.0,,94.0,spotify:track:6tsOcBnaKgzK22yEiqRh8P
1082,Free Spirit,88.0,"Khalid, SAFE",1E6DEDWDKHoOW0fcFuDghV,Don't Pretend (feat. SAFE),64.0,https://p.scdn.co/mp3-preview/f6810e6a1ec3ec78ac3283748e2f857798d1d470?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,96.0,spotify:track:1E6DEDWDKHoOW0fcFuDghV
1083,Don't Pretend,88.0,"Khalid, SAFE",78P2cNBhbdjXWIRYuEXkV6,Don't Pretend,54.0,https://p.scdn.co/mp3-preview/f6810e6a1ec3ec78ac3283748e2f857798d1d470?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:78P2cNBhbdjXWIRYuEXkV6
1084,Free Spirit,100.0,Khalid,2vsuel3g4zaLYSOY0mOMbi,Bad Luck,66.0,https://p.scdn.co/mp3-preview/4529fe31aba1a9be0ba1e199ebd78f3d961103db?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:2vsuel3g4zaLYSOY0mOMbi
1085,Utopia,100.0,Aventura,2swZ0X1njeU32SNJeBKIfW,Inmortal,71.0,https://p.scdn.co/mp3-preview/1756d090e67c9e3543310d0c49c8944d92ba1490?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:2swZ0X1njeU32SNJeBKIfW
1086,Victory Lap,97.0,"Nipsey Hussle, Kendrick Lamar",6fIjnWrv46njJHLDAY2JdC,Dedication (feat. Kendrick Lamar),66.0,https://p.scdn.co/mp3-preview/18d76ba89f8718db9fd1511bc763930e8a658a1c?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,95.0,spotify:track:6fIjnWrv46njJHLDAY2JdC
1087,Victory Lap,96.0,"Nipsey Hussle, Stacy Barthe",6hkQ6OQ6nhe7QCckH91aGa,Victory Lap (feat. Stacy Barthe),64.0,https://p.scdn.co/mp3-preview/adfa66638514927d4b1f10fce1d605485cdb27cf?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,96.0,spotify:track:6hkQ6OQ6nhe7QCckH91aGa
1088,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",100.0,Billie Eilish,6CcJMwBtXByIz4zQLzFkKc,i love you,82.0,,100.0,spotify:track:6CcJMwBtXByIz4zQLzFkKc
1089,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",100.0,Billie Eilish,7qEKqBCD2vE5vIBsrUitpD,ilomilo,79.0,,100.0,spotify:track:7qEKqBCD2vE5vIBsrUitpD
1090,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",100.0,Billie Eilish,0tMSssfxAL2oV8Vri0mFHE,listen before i go,78.0,,100.0,spotify:track:0tMSssfxAL2oV8Vri0mFHE
1091,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",100.0,Billie Eilish,6X29iaaazwho3ab7GNue5r,8,75.0,,100.0,spotify:track:6X29iaaazwho3ab7GNue5r
1092,Girl Code,95.0,"City Girls, Cardi B",0RRm4OS5ymfZryXBuj0G2m,Twerk (feat. Cardi B),70.0,,91.0,spotify:track:0RRm4OS5ymfZryXBuj0G2m
1093,lovely (with Khalid),93.0,"Billie Eilish, Khalid",0u2P5u6lvoDfwTYjAADbn4,lovely (with Khalid),88.0,,92.0,spotify:track:0u2P5u6lvoDfwTYjAADbn4
1094,From A Room: Volume 2,100.0,Chris Stapleton,68JS5SFTnW5Yv9Vzw81Jf0,Millionaire,68.0,,100.0,spotify:track:68JS5SFTnW5Yv9Vzw81Jf0
1095,Rearview Town,100.0,Jason Aldean,7K0lR5Ngf5jkOWt1g6ut6l,Girl Like You,65.0,https://p.scdn.co/mp3-preview/8705cf33e00d2eb1087f855c263efdc3fdcc47b6?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:7K0lR5Ngf5jkOWt1g6ut6l
1096,Invasion of Privacy,95.0,"Cardi B, Bad Bunny, J Balvin",58q2HKrzhC3ozto2nDdN4z,I Like It,82.0,https://p.scdn.co/mp3-preview/0f8734f51bb0a419959fdad3a0852621f9e6bc89?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:58q2HKrzhC3ozto2nDdN4z
1097,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",94.0,"DJ Snake, Selena Gomez, Ozuna, Cardi B",4w8niZpiMy6qz1mntFA5uM,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",80.0,,95.0,spotify:track:4w8niZpiMy6qz1mntFA5uM
1098,Carte Blanche,94.0,"DJ Snake, Selena Gomez, Ozuna, Cardi B",0KoiMHhqKLoL4xM54rcWYY,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",72.0,,95.0,spotify:track:0KoiMHhqKLoL4xM54rcWYY
1099,"NOW That's What I Call Music, Vol. 69",94.0,"DJ Snake, Selena Gomez, Ozuna, Cardi B",0zbXwU2xTKqS1Vg0pQMs4E,Taki Taki (feat. Cardi B),40.0,https://p.scdn.co/mp3-preview/f5208fd39636ab2f360bfe5f665d976e89689c80?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,95.0,spotify:track:0zbXwU2xTKqS1Vg0pQMs4E
1100,"Taki Taki (with Selena Gomez, Ozuna, feat. Cardi B)",94.0,"DJ Snake, Selena Gomez, Ozuna, Cardi B",2NKftnbWYQNQ1lZ6E4w2be,"Taki Taki (with Selena Gomez, Ozuna, feat. Cardi B)",30.0,,95.0,spotify:track:2NKftnbWYQNQ1lZ6E4w2be
1101,Greetings From...Jake,100.0,Jake Owen,5g0XcG0apQTlO3X8r38vGf,Down To The Honkytonk,71.0,https://p.scdn.co/mp3-preview/d4abc7f75a5d9ebe3e2cf9446a931820ac200f34?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:5g0XcG0apQTlO3X8r38vGf
1102,Down To The Honkytonk,100.0,Jake Owen,7bzo7pQlAYvJeeo8AT2QJr,Down To The Honkytonk,44.0,https://p.scdn.co/mp3-preview/360ac4acabadbeda200c2a553b22e8e585a2b398?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:7bzo7pQlAYvJeeo8AT2QJr
1103,Bad Habits (Deluxe),93.0,"NAV, The Weeknd",4hqOmrCCJKyiuwDexd8c2t,Price On My Head (feat. The Weeknd),67.0,,97.0,spotify:track:4hqOmrCCJKyiuwDexd8c2t
1104,Bad Habits (Deluxe),93.0,"NAV, The Weeknd",1CjwXqAh8yiT42gzy0WSHN,Price On My Head (feat. The Weeknd),32.0,,97.0,spotify:track:1CjwXqAh8yiT42gzy0WSHN
1105,Confessions of a Dangerous Mind,100.0,Logic,6yIGZp1AaFBoDczu3b4hVU,Confessions of a Dangerous Mind,65.0,,100.0,spotify:track:6yIGZp1AaFBoDczu3b4hVU
1106,Home State,100.0,Jordan Davis,3dCZm5HrG0jIXAHfNkg2H0,Take It From Me,70.0,,100.0,spotify:track:3dCZm5HrG0jIXAHfNkg2H0
1107,The World Is Yours 2,100.0,Rich The Kid,3KLo7ByvjCNyBrfz5DZ2mO,Splashin,71.0,,100.0,spotify:track:3KLo7ByvjCNyBrfz5DZ2mO
1108,Shelby,100.0,Lil Skies,4ZT9FnbFu1PaBfV3itxiqT,I,79.0,https://p.scdn.co/mp3-preview/a393c84f01ff692b048e5f06479b3f827dd7f5c0?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:4ZT9FnbFu1PaBfV3itxiqT
1109,Death Race For Love,100.0,Juice WRLD,13ZyrkCDmRz5xY3seuAWYk,Hear Me Calling,77.0,,100.0,spotify:track:13ZyrkCDmRz5xY3seuAWYk
1110,Indigo,100.0,Chris Brown,58oryymPZNdtS2z8Une6NJ,Undecided,67.0,https://p.scdn.co/mp3-preview/5f601235fd8e23e0cc3cb3433bcfeab8433ab495?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:58oryymPZNdtS2z8Une6NJ
1111,Dying to Live,100.0,Kodak Black,2MShy1GSSgbmGUxADNIao5,Calling My Spirit,73.0,https://p.scdn.co/mp3-preview/8a9c13460cb94a937e92ee806d498eaed8de2d5e?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:2MShy1GSSgbmGUxADNIao5
1112,Pimpin' Ain't Eazy,100.0,Kodak Black,08PBhcfHXkv9whwthT3bT4,Calling My Spirit,44.0,https://p.scdn.co/mp3-preview/8a9c13460cb94a937e92ee806d498eaed8de2d5e?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:08PBhcfHXkv9whwthT3bT4
1113,Calling My Spirit,100.0,Kodak Black,6qmz1bQ8HEuXafyCwqpXdK,Calling My Spirit,38.0,https://p.scdn.co/mp3-preview/93aec16db8faa3a16de86041f8b22b29b013362f?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:6qmz1bQ8HEuXafyCwqpXdK
1114,Dying to Live,100.0,Kodak Black,3QBJrOUhth634vK6Bl6xOr,Calling My Spirit,27.0,https://p.scdn.co/mp3-preview/d2d99ed2b6e6adbe2fe8a739e827ad72a59dd103?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:3QBJrOUhth634vK6Bl6xOr
1115,Last Hurrah,100.0,Bebe Rexha,0i0wnv9UoFdZ5MfuFGQzMy,Last Hurrah,72.0,https://p.scdn.co/mp3-preview/544f1a165ee7ac62b8a5ddaac1147f977a0ba7ed?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:0i0wnv9UoFdZ5MfuFGQzMy
1116,Cry Pretty,100.0,Carrie Underwood,4XWnHzCRfRjaHRsTNeh3WR,Love Wins,57.0,,100.0,spotify:track:4XWnHzCRfRjaHRsTNeh3WR
1117,In My Defense,100.0,Iggy Azalea,1bPoQ1zaUWZmiYrckwfulU,Sally Walker,63.0,https://p.scdn.co/mp3-preview/e77f1c87befb12db89f8a7888f7c38b031f1d3c3?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:1bPoQ1zaUWZmiYrckwfulU
1118,Sally Walker,100.0,Iggy Azalea,7dsEsd0rlVs6PddRJj64ho,Sally Walker,54.0,https://p.scdn.co/mp3-preview/e77f1c87befb12db89f8a7888f7c38b031f1d3c3?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:7dsEsd0rlVs6PddRJj64ho
1119,Sally Walker,100.0,Iggy Azalea,63GshEGASaLenkl6eXR7mV,Sally Walker,34.0,https://p.scdn.co/mp3-preview/b98846ef2b234ef7b4b57940e240e8a0785d1817?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:63GshEGASaLenkl6eXR7mV
1120,In My Defense,100.0,Iggy Azalea,1lLQeIZfnGabHCdalQvW9v,Sally Walker,14.0,https://p.scdn.co/mp3-preview/b98846ef2b234ef7b4b57940e240e8a0785d1817?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:1lLQeIZfnGabHCdalQvW9v
1121,Death Race For Love,100.0,Juice WRLD,6MjNilJCVKJq0LfFvo5jWJ,Fast,77.0,,100.0,spotify:track:6MjNilJCVKJq0LfFvo5jWJ
1122,Wake Up in the Sky,92.0,"Gucci Mane, Bruno Mars, Kodak Black",0QIjsbm2fh1cJ45XO9eGqq,Wake Up in the Sky,76.0,https://p.scdn.co/mp3-preview/43ece6da1fe67dc3a5f44ca967fec62e918ce69d?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:0QIjsbm2fh1cJ45XO9eGqq
1123,Evil Genius,92.0,"Gucci Mane, Bruno Mars, Kodak Black",2G1tXoGBaEMJ7FKGnkf6ud,Wake Up in the Sky,71.0,https://p.scdn.co/mp3-preview/43ece6da1fe67dc3a5f44ca967fec62e918ce69d?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:2G1tXoGBaEMJ7FKGnkf6ud
1124,Wake Up in the Sky,92.0,"Gucci Mane, Bruno Mars, Kodak Black",0tX6nXHqD8ZOytfi2LMvzv,Wake Up in the Sky,42.0,https://p.scdn.co/mp3-preview/ca5202226e7aebf6e7b222bd8f069378eef62d0e?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:0tX6nXHqD8ZOytfi2LMvzv
