,album,artist_levenshtein,artists,billboard_SongID,billboard_Unnamed: 0,billboard_artist,billboard_date,billboard_isNew,billboard_lastPos,billboard_peakPos,billboard_rank,billboard_title,billboard_weeks,id,name,popularity,preview_url,title_levenshtein,uri
68,Need It,97.0,"Migos, YoungBoy Never Broke Again",Need ItMigos Featuring YoungBoy Never Broke Again,72.0,Migos Featuring YoungBoy Never Broke Again,2020-07-11,0.0,75.0,62.0,72.0,Need It,6.0,6mtjo5kIHKlboGE84lf1FJ,Need It,79.0,,100.0,spotify:track:6mtjo5kIHKlboGE84lf1FJ
69,One Of Them Girls,100.0,Lee Brice,One Of Them GirlsLee Brice,73.0,Lee Brice,2020-07-11,0.0,81.0,73.0,73.0,One Of Them Girls,5.0,14GwnOeC9qYEKEA6uOZepa,One Of Them Girls,76.0,https://p.scdn.co/mp3-preview/4a4493b2bcd139fd9515f19cad4c2398daeefb5d?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:14GwnOeC9qYEKEA6uOZepa
70,YHLQMDLG,100.0,Bad Bunny,Yo Perreo SolaBad Bunny,74.0,Bad Bunny,2020-07-11,0.0,71.0,53.0,74.0,Yo Perreo Sola,16.0,0SqqAgdovOE24BzxIClpjw,Yo Perreo Sola,90.0,https://p.scdn.co/mp3-preview/3575ce15e6727094dc606c9d29e79f5830340172?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:0SqqAgdovOE24BzxIClpjw
71,6pc Hot EP,93.0,"6LACK, Lil Baby",Know My Rights6LACK Featuring Lil Baby,75.0,6LACK Featuring Lil Baby,2020-07-11,1.0,0.0,75.0,75.0,Know My Rights,1.0,7fsNNSLGG8Wi0nFbufCU6L,Know My Rights (feat. Lil Baby),76.0,,97.0,spotify:track:7fsNNSLGG8Wi0nFbufCU6L
72,Cool Again,100.0,Kane Brown,Cool AgainKane Brown,76.0,Kane Brown,2020-07-11,0.0,78.0,68.0,76.0,Cool Again,5.0,5P3oaNpPDVLRJsL3152SEs,Cool Again,75.0,https://p.scdn.co/mp3-preview/92c5bdcb716ea4c016ff495c05cb86bcef5d6083?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:5P3oaNpPDVLRJsL3152SEs
73,Past Life (with Selena Gomez),95.0,"Trevor Daniel, Selena Gomez",Past LifeTrevor Daniel x Selena Gomez,77.0,Trevor Daniel x Selena Gomez,2020-07-11,1.0,0.0,77.0,77.0,Past Life,1.0,4P6IttK2PRBjyr3fm0pP7t,Past Life (with Selena Gomez),83.0,,95.0,spotify:track:4P6IttK2PRBjyr3fm0pP7t
74,Daisies,100.0,Katy Perry,DaisiesKaty Perry,79.0,Katy Perry,2020-07-11,0.0,79.0,40.0,79.0,Daisies,7.0,4uqh9bualXNHXXwO2wPorc,Daisies,84.0,,100.0,spotify:track:4uqh9bualXNHXXwO2wPorc
75,WUNNA,94.0,"Gunna, Young Thug",Dollaz On My HeadGunna Featuring Young Thug,81.0,Gunna Featuring Young Thug,2020-07-11,0.0,82.0,38.0,81.0,Dollaz On My Head,6.0,3nS9a01VvXHQriLqJYwRqG,DOLLAZ ON MY HEAD (feat. Young Thug),85.0,https://p.scdn.co/mp3-preview/c0faf724612433e6a6c2f76047a18165151d0141?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,97.0,spotify:track:3nS9a01VvXHQriLqJYwRqG
76,More Than My Hometown,100.0,Morgan Wallen,More Than My HometownMorgan Wallen,82.0,Morgan Wallen,2020-07-11,0.0,97.0,61.0,82.0,More Than My Hometown,3.0,6FniJZn4agmDtPx1pKZQsa,More Than My Hometown,79.0,https://p.scdn.co/mp3-preview/0ba948f5b352bb88ee2b0fdd829ebc1d30a4d441?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:6FniJZn4agmDtPx1pKZQsa
77,Never Will,100.0,Ashley McBryde,One Night StandardsAshley McBryde,83.0,Ashley McBryde,2020-07-11,0.0,87.0,83.0,83.0,One Night Standards,4.0,47qZzTLLJcuD69AIKnquo4,One Night Standards,72.0,https://p.scdn.co/mp3-preview/8cc02ba1ad542fd8626c06269568ffadbc31be9f?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:47qZzTLLJcuD69AIKnquo4
78,My Turn,91.0,"Lil Baby, 42 Dugg",GraceLil Baby & 42 Dugg,84.0,Lil Baby & 42 Dugg,2020-07-11,0.0,77.0,48.0,84.0,Grace,15.0,01JMnRUs2YOK6DDpdQASGY,Grace (feat. 42 Dugg),73.0,,91.0,spotify:track:01JMnRUs2YOK6DDpdQASGY
79,PARTYMOBILE,93.0,"PARTYNEXTDOOR, Rihanna",Believe ItPARTYNEXTDOOR & Rihanna,85.0,PARTYNEXTDOOR & Rihanna,2020-07-11,0.0,70.0,23.0,85.0,Believe It,14.0,4HDCLYli2SUdkq9OjmvhSD,BELIEVE IT,83.0,https://p.scdn.co/mp3-preview/c6f33c22314cf938e0706e8a7797d575d46984ac?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:4HDCLYli2SUdkq9OjmvhSD
80,Bang!,100.0,AJR,Bang!AJR,86.0,AJR,2020-07-11,0.0,99.0,86.0,86.0,Bang!,2.0,53BHUFdQphHiZUUG3nx9zn,Bang!,73.0,https://p.scdn.co/mp3-preview/d7b9e7373a8bb67695c1f2c68e78f812a0df56c6?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:53BHUFdQphHiZUUG3nx9zn
81,THE GOAT,100.0,Polo G,21Polo G,87.0,Polo G,2020-07-11,0.0,84.0,62.0,87.0,21,6.0,3JKgcAa7r07ocVWcV8bS0H,21,84.0,https://p.scdn.co/mp3-preview/f0b39635838ecaaed12aaca593133ffabb348b05?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:3JKgcAa7r07ocVWcV8bS0H
82,HIXTAPE: Vol. 1,82.0,"HIXTAPE, HARDY, Lauren Alaina, Devin Dawson",One BeerHARDY Featuring Lauren Alaina & Devin Dawson,88.0,HARDY Featuring Lauren Alaina & Devin Dawson,2020-07-11,0.0,86.0,86.0,88.0,One Beer,5.0,5FmvaZGd6fulojSToozLRD,"One Beer (HARDY feat. Lauren Alaina, Devin Dawson)",77.0,https://p.scdn.co/mp3-preview/128553a711f39f9b01586cbccfbf0807c5ffbdb5?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,94.0,spotify:track:5FmvaZGd6fulojSToozLRD
83,After Hours,100.0,The Weeknd,In Your EyesThe Weeknd,89.0,The Weeknd,2020-07-11,0.0,80.0,16.0,89.0,In Your Eyes,15.0,7szuecWAPwGoV1e5vGu8tl,In Your Eyes,91.0,,100.0,spotify:track:7szuecWAPwGoV1e5vGu8tl
84,Pray 4 Love,100.0,Rod Wave,Girl Of My DreamsRod Wave,90.0,Rod Wave,2020-07-11,0.0,89.0,84.0,90.0,Girl Of My Dreams,7.0,65QRS8iMQ1TsQ93fPZIZ4i,Girl Of My Dreams,75.0,https://p.scdn.co/mp3-preview/4df71caaa520289557c329ea5e0f23a130f78791?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:65QRS8iMQ1TsQ93fPZIZ4i
85,Do It,100.0,Chloe x Halle,Do ItChloe X Halle,91.0,Chloe X Halle,2020-07-11,0.0,91.0,83.0,91.0,Do It,3.0,1bRjwdtScY2eMe9uMmsOkG,Do It,78.0,https://p.scdn.co/mp3-preview/05aa3fb7a37075b88ed1b7cbe898a52fda30a5da?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:1bRjwdtScY2eMe9uMmsOkG
86,Stick That In Your Country Song,100.0,Eric Church,Stick That In Your Country SongEric Church,92.0,Eric Church,2020-07-11,1.0,0.0,92.0,92.0,Stick That In Your Country Song,1.0,5lH14PEjAXYuMTz0Dd4L1D,Stick That In Your Country Song,65.0,,100.0,spotify:track:5lH14PEjAXYuMTz0Dd4L1D
87,What You See Is What You Get,100.0,Luke Combs,Lovin' On YouLuke Combs,93.0,Luke Combs,2020-07-11,1.0,0.0,93.0,93.0,Lovin' On You,1.0,0nYvjcSlCgjcwogQAwIwNp,Lovin' On You,75.0,https://p.scdn.co/mp3-preview/7252259145a5ab56e74b86f73b6059cb8cdf39c0?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:0nYvjcSlCgjcwogQAwIwNp
88,Pretty Heart,100.0,Parker McCollum,Pretty HeartParker McCollum,94.0,Parker McCollum,2020-07-11,0.0,96.0,94.0,94.0,Pretty Heart,2.0,6vC90OOjZR165Hw8CpsqEm,Pretty Heart,69.0,,100.0,spotify:track:6vC90OOjZR165Hw8CpsqEm
89,Legends Never Die,100.0,Juice WRLD,RighteousJuice WRLD,95.0,Juice WRLD,2020-07-11,0.0,93.0,11.0,95.0,Righteous,10.0,615vw74T1NebV8pKoutm2J,Righteous,85.0,,100.0,spotify:track:615vw74T1NebV8pKoutm2J
90,Pray 4 Love,95.0,"Rod Wave, ATR Son Son",Rags2RichesRod Wave Featuring ATR Son Son,96.0,Rod Wave Featuring ATR Son Son,2020-07-11,1.0,0.0,96.0,96.0,Rags2Riches,1.0,1ENdcyhqdylaLsPVgB83qq,Rags2Riches (feat. ATR Son Son),83.0,https://p.scdn.co/mp3-preview/3924a0015ee782550102601a7888ed4a5f0e9487?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,96.0,spotify:track:1ENdcyhqdylaLsPVgB83qq
91,BRELAND EP,100.0,BRELAND,My TruckBreland,97.0,Breland,2020-07-11,0.0,92.0,92.0,97.0,My Truck,2.0,6jGyDvL1Rf4XfwTb25o1HN,My Truck,70.0,https://p.scdn.co/mp3-preview/30aa93c0883184343099a34ced312c1d91cdacdd?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:6jGyDvL1Rf4XfwTb25o1HN
92,I Called Mama,100.0,Tim McGraw,I Called MamaTim McGraw,99.0,Tim McGraw,2020-07-11,1.0,0.0,99.0,99.0,I Called Mama,1.0,3YuvAPidBWldqjagOryo40,I Called Mama,70.0,,100.0,spotify:track:3YuvAPidBWldqjagOryo40
93,Shotta Flow 5,100.0,NLE Choppa,Shotta Flow 5NLE Choppa,100.0,NLE Choppa,2020-07-11,0.0,83.0,54.0,100.0,Shotta Flow 5,3.0,1orjH4IkSH9VrWmRCToKV8,Shotta Flow 5,82.0,https://p.scdn.co/mp3-preview/e59fe03252f88c4d0320a5b6188d46fbb2b289a8?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:1orjH4IkSH9VrWmRCToKV8
94,Carly Pearce,94.0,"Carly Pearce, Lee Brice",I Hope You're Happy NowCarly Pearce & Lee Brice,145.0,Carly Pearce & Lee Brice,2020-07-04,0.0,41.0,27.0,45.0,I Hope You're Happy Now,25.0,0Al3wN3keprGTSgG8NBwjr,I Hope You’re Happy Now,78.0,,96.0,spotify:track:0Al3wN3keprGTSgG8NBwjr
95,everything i wanted,100.0,Billie Eilish,Everything I WantedBillie Eilish,149.0,Billie Eilish,2020-07-04,0.0,43.0,8.0,49.0,Everything I Wanted,33.0,3ZCTVFBt2Brf31RLEnCkWJ,everything i wanted,88.0,,100.0,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ
96,Snow On Tha Bluff,100.0,J. Cole,Snow On Tha BluffJ. Cole,154.0,J. Cole,2020-07-04,0.0,59.0,54.0,54.0,Snow On Tha Bluff,2.0,1oOEkBNp4zWnkD7nWjJdog,Snow On Tha Bluff,79.0,,100.0,spotify:track:1oOEkBNp4zWnkD7nWjJdog
97,Artist 2.0 (Deluxe),100.0,A Boogie Wit da Hoodie,BleedA Boogie Wit da Hoodie,157.0,A Boogie Wit da Hoodie,2020-07-04,1.0,0.0,57.0,57.0,Bleed,1.0,5XzombolzpiaOSTdj1W0VS,Bleed,78.0,https://p.scdn.co/mp3-preview/04a0daa4b1a3a3abdbcfdff5f2e5d103fc3de246?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:5XzombolzpiaOSTdj1W0VS
98,Tommy Lee (feat. Post Malone),94.0,"Tyla Yaweh, Post Malone",Tommy LeeTyla Yaweh & Post Malone,188.0,Tyla Yaweh & Post Malone,2020-07-04,0.0,65.0,65.0,88.0,Tommy Lee,2.0,5QZKcQDp0tCcvMdyqEciBV,Tommy Lee (feat. Post Malone),85.0,https://p.scdn.co/mp3-preview/43127357fd05bdf7819848a668230c55867d1921?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,95.0,spotify:track:5QZKcQDp0tCcvMdyqEciBV
99,Level of Concern,100.0,Twenty One Pilots,Level Of Concerntwenty one pilots,190.0,twenty one pilots,2020-07-04,0.0,79.0,23.0,90.0,Level Of Concern,11.0,6xZ4Q2k2ompmDppyeESIY8,Level of Concern,83.0,https://p.scdn.co/mp3-preview/07c282084563ef61b97b04a0f82b4e7235c8b6ee?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:6xZ4Q2k2ompmDppyeESIY8
100,All In,100.0,Lil Baby,All InLil Baby,198.0,Lil Baby,2020-07-04,0.0,95.0,45.0,98.0,All In,8.0,1ZRjLZcNTm1vUgrexBp3px,All In,69.0,,100.0,spotify:track:1ZRjLZcNTm1vUgrexBp3px
101,Make It Rain,95.0,"Pop Smoke, Rowdy Rebel",Make It RainPop Smoke Featuring Rowdy Rebel,251.0,Pop Smoke Featuring Rowdy Rebel,2020-06-27,1.0,0.0,51.0,51.0,Make It Rain,1.0,4TgHt7vKCimpywaiKfl0uj,Make It Rain,79.0,,100.0,spotify:track:4TgHt7vKCimpywaiKfl0uj
102,Ride It,100.0,Regard,Ride It.Regard,282.0,Regard,2020-06-27,0.0,67.0,62.0,82.0,Ride It.,10.0,2tnVG71enUj33Ic2nFN6kZ,Ride It,89.0,https://p.scdn.co/mp3-preview/278c488e5cd64d303bff3cacf7780ba2c045b2e4?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,93.0,spotify:track:2tnVG71enUj33Ic2nFN6kZ
103,Otherside Of America,100.0,Meek Mill,Otherside Of AmericaMeek Mill,287.0,Meek Mill,2020-06-27,0.0,64.0,64.0,87.0,Otherside Of America,2.0,3JBvJ9PwrYA1oeUzI3FMRI,Otherside Of America,75.0,https://p.scdn.co/mp3-preview/2d35691142aed6a0c190ccfe138096f4277e55de?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:3JBvJ9PwrYA1oeUzI3FMRI
104,Cry Pretty,100.0,Carrie Underwood,Drinking AloneCarrie Underwood,288.0,Carrie Underwood,2020-06-27,0.0,74.0,74.0,88.0,Drinking Alone,7.0,4objxuNfJlJHomkRIPa2Y2,Drinking Alone,68.0,,100.0,spotify:track:4objxuNfJlJHomkRIPa2Y2
105,The Man Who Loves You The Most,100.0,Zac Brown Band,The Man Who Loves You The MostZac Brown Band,296.0,Zac Brown Band,2020-06-27,1.0,0.0,96.0,96.0,The Man Who Loves You The Most,1.0,58DvikiJcEjow3Skg80yxX,The Man Who Loves You The Most,72.0,https://p.scdn.co/mp3-preview/27c733f3b0d50b5a2d2c7d613806f9765a02aeef?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:58DvikiJcEjow3Skg80yxX
106,Romance,95.0,"Camila Cabello, DaBaby",My Oh MyCamila Cabello Featuring DaBaby,340.0,Camila Cabello Featuring DaBaby,2020-06-20,0.0,34.0,12.0,40.0,My Oh My,27.0,3yOlyBJuViE2YSGn3nVE1K,My Oh My (feat. DaBaby),84.0,https://p.scdn.co/mp3-preview/f4d0ff165605108542de7358547443d1a9f33fe3?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,94.0,spotify:track:3yOlyBJuViE2YSGn3nVE1K
107,Dance Monkey (Stripped Back) / Dance Monkey,100.0,Tones And I,Dance MonkeyTones And I,350.0,Tones And I,2020-06-20,0.0,49.0,4.0,50.0,Dance Monkey,36.0,2XU0oxnq2qxCpomAAuJY8K,Dance Monkey,93.0,https://p.scdn.co/mp3-preview/535ffea66207a0fc07d57fbaea7b5594be797f9b?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:2XU0oxnq2qxCpomAAuJY8K
108,Legends Never Die,94.0,"Juice WRLD, Trippie Redd",Tell Me U Luv MeJuice WRLD & Trippie Redd,377.0,Juice WRLD & Trippie Redd,2020-06-20,0.0,41.0,41.0,77.0,Tell Me U Luv Me,2.0,7iIzwqG5UxPYwTYUUK4pzU,Tell Me U Luv Me (with Trippie Redd),83.0,,97.0,spotify:track:7iIzwqG5UxPYwTYUUK4pzU
109,Sour Candy (with BLACKPINK),93.0,"Lady Gaga, BLACKPINK",Sour CandyLady Gaga & BLACKPINK,382.0,Lady Gaga & BLACKPINK,2020-06-20,0.0,33.0,33.0,82.0,Sour Candy,2.0,6R6ZoHTypt5lt68MWbzZXv,Sour Candy (with BLACKPINK),84.0,,95.0,spotify:track:6R6ZoHTypt5lt68MWbzZXv
110,Turks,94.0,"NAV, Gunna, Travis Scott","TurksNAV, Gunna & Travis Scott",386.0,"NAV, Gunna & Travis Scott",2020-06-20,0.0,89.0,17.0,86.0,Turks,11.0,0lSZh5W0wDeurkGzLYY6hf,Turks (feat. Travis Scott),80.0,,91.0,spotify:track:0lSZh5W0wDeurkGzLYY6hf
111,WUNNA,94.0,"Gunna, Roddy Ricch",Cooler Than A BitchGunna Featuring Roddy Ricch,389.0,Gunna Featuring Roddy Ricch,2020-06-20,0.0,81.0,41.0,89.0,Cooler Than A Bitch,3.0,5LHHKZOwV8XW4LJP2C64mw,COOLER THAN A BITCH (feat. Roddy Ricch),80.0,https://p.scdn.co/mp3-preview/1b463690396e5f503768ebd9430170a2e9373f28?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,97.0,spotify:track:5LHHKZOwV8XW4LJP2C64mw
112,That Way,100.0,Lil Uzi Vert,That WayLil Uzi Vert,392.0,Lil Uzi Vert,2020-06-20,0.0,94.0,20.0,92.0,That Way,12.0,5raTDhlbxFDnpn89bxArdH,That Way,77.0,https://p.scdn.co/mp3-preview/0abe28bf4bfbbf9617d4cee43b1cd312f78e11c2?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:5raTDhlbxFDnpn89bxArdH
113,Hard Days,100.0,Brantley Gilbert,Hard DaysBrantley Gilbert,395.0,Brantley Gilbert,2020-06-20,1.0,0.0,95.0,95.0,Hard Days,1.0,2AqbOAAgaNRygNIJYcM69I,Hard Days,62.0,,100.0,spotify:track:2AqbOAAgaNRygNIJYcM69I
114,Ticket To L.A.,100.0,Brett Young,CatchBrett Young,396.0,Brett Young,2020-06-20,0.0,0.0,29.0,96.0,Catch,17.0,53cGGBxGPaRjP0HVUESyW5,Catch,70.0,,100.0,spotify:track:53cGGBxGPaRjP0HVUESyW5
115,High Off Life,97.0,"Future, YoungBoy Never Broke Again",TrillionaireFuture Featuring YoungBoy Never Broke Again,399.0,Future Featuring YoungBoy Never Broke Again,2020-06-20,0.0,95.0,34.0,99.0,Trillionaire,4.0,740kQ8xwSGloumdiKR5Cwz,Trillionaire (feat. Youngboy Never Broke Again),75.0,https://p.scdn.co/mp3-preview/18d3b87b0765cd6d8c0a418d6142b3b441c0f8b2?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,96.0,spotify:track:740kQ8xwSGloumdiKR5Cwz
116,Worldwide Beautiful,100.0,Kane Brown,Worldwide BeautifulKane Brown,400.0,Kane Brown,2020-06-20,1.0,0.0,100.0,100.0,Worldwide Beautiful,1.0,431M98gFekRc9HdNfgWc7N,Worldwide Beautiful,72.0,https://p.scdn.co/mp3-preview/728adcd7cdcd80e7075297f802984f8075f4e593?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:431M98gFekRc9HdNfgWc7N
117,Chromatica,100.0,Lady Gaga,Stupid LoveLady Gaga,442.0,Lady Gaga,2020-06-13,0.0,0.0,5.0,42.0,Stupid Love,10.0,7yBbV2k2S2uhaQc24NF2xt,Stupid Love,83.0,,100.0,spotify:track:7yBbV2k2S2uhaQc24NF2xt
118,Music To Be Murdered By,94.0,"Eminem, Juice WRLD",GodzillaEminem Featuring Juice WRLD,480.0,Eminem Featuring Juice WRLD,2020-06-13,0.0,88.0,3.0,80.0,Godzilla,20.0,7FIWs0pqAYbP91WWM0vlTQ,Godzilla (feat. Juice WRLD),88.0,,94.0,spotify:track:7FIWs0pqAYbP91WWM0vlTQ
119,Chromatica,100.0,Lady Gaga,AliceLady Gaga,484.0,Lady Gaga,2020-06-13,1.0,0.0,84.0,84.0,Alice,1.0,41A89rj3GoMG6ktN37L7PG,Alice,78.0,,100.0,spotify:track:41A89rj3GoMG6ktN37L7PG
120,Emmanuel,92.0,"Anuel AA, Bad Bunny",Hasta Que Dios DigaAnuel AA & Bad Bunny,486.0,Anuel AA & Bad Bunny,2020-06-13,1.0,0.0,86.0,86.0,Hasta Que Dios Diga,1.0,06s3QtMJVXw1AJX3UfvZG1,Hasta Que Dios Diga,90.0,https://p.scdn.co/mp3-preview/0ab6784a19b1aaae24a7765085d9ff93a6e8274a?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:06s3QtMJVXw1AJX3UfvZG1
121,Lose Somebody,91.0,"Kygo, OneRepublic",Lose SomebodyKygo & OneRepublic,488.0,Kygo & OneRepublic,2020-06-13,1.0,0.0,88.0,88.0,Lose Somebody,1.0,7xbWAw3LMgRMn4omR5yVn3,Lose Somebody,88.0,https://p.scdn.co/mp3-preview/c424249e27d2bc82982e8b0ce3fc1d0d63cdaf83?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:7xbWAw3LMgRMn4omR5yVn3
122,High Off Life,95.0,"Future, Travis Scott",SolitairesFuture Featuring Travis Scott,500.0,Future Featuring Travis Scott,2020-06-13,0.0,83.0,32.0,100.0,Solitaires,3.0,4kfeRwpq5KUaqTkgi4TbDF,Solitaires (feat. Travis Scott),82.0,https://p.scdn.co/mp3-preview/033d899ea32c121a1e4fb1e6608d213e68684708?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,95.0,spotify:track:4kfeRwpq5KUaqTkgi4TbDF
123,RITMO (Bad Boys For Life),87.0,"Black Eyed Peas, J Balvin",RITMO (Bad Boys For Life)The Black Eyed Peas X J Balvin,542.0,The Black Eyed Peas X J Balvin,2020-06-06,0.0,41.0,26.0,42.0,RITMO (Bad Boys For Life),27.0,6cy3ki60hLwimwIje7tALf,RITMO (Bad Boys For Life),86.0,https://p.scdn.co/mp3-preview/60e9246623919cb164490957ba79af46ceabe237?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:6cy3ki60hLwimwIje7tALf
124,Sum 2 Prove,100.0,Lil Baby,Sum 2 ProveLil Baby,550.0,Lil Baby,2020-06-06,0.0,51.0,16.0,50.0,Sum 2 Prove,20.0,2u3EyuCqqV31woqGvO9LBz,Sum 2 Prove,76.0,,100.0,spotify:track:2u3EyuCqqV31woqGvO9LBz
125,WUNNA,95.0,"Gunna, Travis Scott",Top FloorGunna Featuring Travis Scott,555.0,Gunna Featuring Travis Scott,2020-06-06,1.0,0.0,55.0,55.0,Top Floor,1.0,4YhJ3a6kBPGJWX4Ek77sDd,TOP FLOOR (feat. Travis Scott),75.0,https://p.scdn.co/mp3-preview/50fb594091b1dfed3ba546bc6ff8b4320f1c54d6?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,95.0,spotify:track:4YhJ3a6kBPGJWX4Ek77sDd
126,WUNNA,100.0,Gunna,WunnaGunna,557.0,Gunna,2020-06-06,1.0,0.0,57.0,57.0,Wunna,1.0,6HY3arOe4dD8UQ0oVDJ18E,WUNNA,75.0,https://p.scdn.co/mp3-preview/42cd6543d7445c0f716b8b5641c4c9f7ef2c50a6?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:6HY3arOe4dD8UQ0oVDJ18E
127,WUNNA,93.0,"Gunna, Lil Baby",BlindfoldGunna Featuring Lil Baby,559.0,Gunna Featuring Lil Baby,2020-06-06,1.0,0.0,59.0,59.0,Blindfold,1.0,02mYw61RoS1vXvkD9Q5dpN,BLINDFOLD (feat. Lil Baby),72.0,https://p.scdn.co/mp3-preview/ea59d587d6d7902ff4967bdd34a514c9b0e35d47?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,95.0,spotify:track:02mYw61RoS1vXvkD9Q5dpN
128,SKYBOX,100.0,Gunna,SkyBoxGunna,565.0,Gunna,2020-06-06,0.0,0.0,65.0,65.0,SkyBox,2.0,7GwYENSg87oERcW0Wacd6m,SKYBOX,72.0,https://p.scdn.co/mp3-preview/2b6c705751849e7da94eb07efaa397530e7dbb08?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:7GwYENSg87oERcW0Wacd6m
129,WUNNA,100.0,Gunna,ArgentinaGunna,567.0,Gunna,2020-06-06,1.0,0.0,67.0,67.0,Argentina,1.0,4LkEHc33eXcXFQNwxruw7W,ARGENTINA,72.0,https://p.scdn.co/mp3-preview/1bd018f22daae1153bf82c4e543ef38ab91fe1f9?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:4LkEHc33eXcXFQNwxruw7W
130,WUNNA,100.0,Gunna,Met GalaGunna,570.0,Gunna,2020-06-06,1.0,0.0,70.0,70.0,Met Gala,1.0,4loM16743hROPC6uIJG6wM,MET GALA,72.0,https://p.scdn.co/mp3-preview/3e1c66233708a16030824da804ffccf8fd837493?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:4loM16743hROPC6uIJG6wM
131,D-2,100.0,Agust D,DaechwitaAgust D,576.0,Agust D,2020-06-06,1.0,0.0,76.0,76.0,Daechwita,1.0,0H4ugk6rhnXmTl47ayy9O5,Daechwita,80.0,https://p.scdn.co/mp3-preview/0247ff04a36d8c6b3a685ba7cb54c8a9f92f025a?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:0H4ugk6rhnXmTl47ayy9O5
132,WUNNA,100.0,Gunna,Nasty Girl / On CameraGunna,578.0,Gunna,2020-06-06,1.0,0.0,78.0,78.0,Nasty Girl / On Camera,1.0,2f8y4CuG57UJEmkG3ujd0D,NASTY GIRL / ON CAMERA,72.0,https://p.scdn.co/mp3-preview/cdb2ea6dd3458410d3a0eb188e3ef738589dc59c?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:2f8y4CuG57UJEmkG3ujd0D
133,WUNNA,100.0,Gunna,MOTWGunna,584.0,Gunna,2020-06-06,1.0,0.0,84.0,84.0,MOTW,1.0,0JZUiKHoEDpsLvXfeqbZxV,MOTW,68.0,https://p.scdn.co/mp3-preview/cb3fe7c80469443d77ca9ebebe18cc0819b3e7a6?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:0JZUiKHoEDpsLvXfeqbZxV
134,WUNNA,100.0,Gunna,GimmickGunna,586.0,Gunna,2020-06-06,1.0,0.0,86.0,86.0,Gimmick,1.0,3IaxObCWKEaGtIT78GsEpP,GIMMICK,67.0,https://p.scdn.co/mp3-preview/b7c23e3251ce31b686e4e1cacc5871022346629e?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:3IaxObCWKEaGtIT78GsEpP
