,album,artist_levenshtein,artists,billboard_SongID,billboard_Unnamed: 0,billboard_artist,billboard_date,billboard_isNew,billboard_lastPos,billboard_peakPos,billboard_rank,billboard_title,billboard_weeks,id,name,popularity,preview_url,title_levenshtein,uri
6073,Alley: The Return of the Ying Yang Twins,100.0,Ying Yang Twins,Say I Yi YiYing Yang Twins,93290.0,Ying Yang Twins,2002-07-27,0.0,81.0,56.0,88.0,Say I Yi Yi,13.0,46XvcuEZFFInDilbYUNHBn,Say I Yi Yi,55.0,https://p.scdn.co/mp3-preview/f56ce86749c2b0c7f06f8d2478ba51190bf9dc1f?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:46XvcuEZFFInDilbYUNHBn
6074,Emerson Drive,100.0,Emerson Drive,I Should Be SleepingEmerson Drive,93291.0,Emerson Drive,2002-07-27,0.0,83.0,35.0,89.0,I Should Be Sleeping,20.0,28CnmZkM5CFp0ObTRQJeCw,I Should Be Sleeping,39.0,,100.0,spotify:track:28CnmZkM5CFp0ObTRQJeCw
6075,Toxicity,100.0,System Of A Down,ToxicitySystem Of A Down,93301.0,System Of A Down,2002-07-27,0.0,93.0,70.0,99.0,Toxicity,13.0,0snQkGI5qnAmohLE7jTsTn,Toxicity,77.0,https://p.scdn.co/mp3-preview/89e93c71655e81579d011e4521f7b6e9db173834?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:0snQkGI5qnAmohLE7jTsTn
6076,Mahogany Soul,100.0,Angie Stone,Wish I Didn't Miss YouAngie Stone,93302.0,Angie Stone,2002-07-27,0.0,100.0,79.0,100.0,Wish I Didn't Miss You,19.0,3tZm76otWH20xzJC7icHCk,Wish I Didn't Miss You,63.0,https://p.scdn.co/mp3-preview/e51c58c704e78c9a603079edd2fc51fb340f0686?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:3tZm76otWH20xzJC7icHCk
6077,Changes,100.0,Kelly Osbourne,Papa Don't PreachKelly Osbourne,93387.0,Kelly Osbourne,2002-07-20,0.0,74.0,74.0,85.0,Papa Don't Preach,2.0,0Q0oeUZbccTCGs0y9CTY9w,Papa Don't Preach,34.0,https://p.scdn.co/mp3-preview/514a6fd555eef8d5ac1af0defdac9c431879422f?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:0Q0oeUZbccTCGs0y9CTY9w
6078,Awnaw (Clean Online Music),100.0,Nappy Roots,AwnawNappy Roots,93399.0,Nappy Roots,2002-07-20,0.0,96.0,51.0,97.0,Awnaw,20.0,0SPwGEX3lbJPaZoLD1Ir0p,Awnaw,34.0,https://p.scdn.co/mp3-preview/2eef47737fe48bcfdc92dcc9b85ec7f84dad0beb?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:0SPwGEX3lbJPaZoLD1Ir0p
6079,A New Day Has Come,91.0,Céline Dion,A New Day Has ComeCeline Dion,93483.0,Celine Dion,2002-07-13,0.0,74.0,22.0,81.0,A New Day Has Come,20.0,6LefIBy3hzTN6Yd1m81gpC,A New Day Has Come,56.0,https://p.scdn.co/mp3-preview/0eb3998a270f577c512ccdd7225d24e355db6571?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:6LefIBy3hzTN6Yd1m81gpC
6080,Break the Cycle,100.0,Staind,For YouStaind,93488.0,Staind,2002-07-13,0.0,83.0,63.0,86.0,For You,20.0,464HG7mt7NNKtKY0Hco8Y8,For You,54.0,https://p.scdn.co/mp3-preview/402a7a4adb2e6f87b52a34fbfb1c25b78d3ffe70?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:464HG7mt7NNKtKY0Hco8Y8
6081,Stillmatic,100.0,Nas,One MicNas,93501.0,Nas,2002-07-13,0.0,98.0,43.0,99.0,One Mic,13.0,6MMuI4k4Vs5ghtDH5i2hBg,One Mic,51.0,https://p.scdn.co/mp3-preview/11447ce219a7ce69de1f821cecb64f7798e5829e?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:6MMuI4k4Vs5ghtDH5i2hBg
6082,Escape,100.0,Enrique Iglesias,EscapeEnrique Iglesias,93559.0,Enrique Iglesias,2002-07-06,0.0,58.0,12.0,57.0,Escape,20.0,6KRi6CBUitENJB4HQbSVSD,Escape,53.0,,100.0,spotify:track:6KRi6CBUitENJB4HQbSVSD
6083,Then Came The Night,100.0,Tommy Shane Steiner,What If She's An AngelTommy Shane Steiner,93579.0,Tommy Shane Steiner,2002-07-06,0.0,75.0,39.0,77.0,What If She's An Angel,20.0,4avs56frsTcnjwy2KlCQ5D,What If She's An Angel,38.0,https://p.scdn.co/mp3-preview/25a6832ba66745ed2d7c199c10075036098e083b?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:4avs56frsTcnjwy2KlCQ5D
6084,Phil Vassar,100.0,Phil Vassar,That's When I Love YouPhil Vassar,93586.0,Phil Vassar,2002-07-06,0.0,84.0,37.0,84.0,That's When I Love You,20.0,1lhPhB8fdto7hvqCWljRm1,That's When I Love You,37.0,https://p.scdn.co/mp3-preview/4958bc06dc775c2d179a166a2816556917627d8e?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:1lhPhB8fdto7hvqCWljRm1
6085,Hoobastank (Expanded Edition),100.0,Hoobastank,Crawling In The DarkHoobastank,93601.0,Hoobastank,2002-07-06,0.0,100.0,68.0,99.0,Crawling In The Dark,19.0,3wli6CFsUwYEuLZTIuCwt3,Crawling In The Dark,64.0,,100.0,spotify:track:3wli6CFsUwYEuLZTIuCwt3
6086,Greatest Hits,92.0,"Scarface, JAY-Z, Beanie Sigel",Guess Who's BackScarface Featuring Jay-Z & Beanie Sigel,93602.0,Scarface Featuring Jay-Z & Beanie Sigel,2002-07-06,0.0,94.0,79.0,100.0,Guess Who's Back,8.0,27dUo79lgLEy4Rk5w3UvSL,Guess Who's Back,53.0,,100.0,spotify:track:27dUo79lgLEy4Rk5w3UvSL
6087,Toby Keith 35 Biggest Hits,100.0,Toby Keith,My ListToby Keith,93663.0,Toby Keith,2002-06-29,0.0,55.0,26.0,61.0,My List,20.0,3vzmDjQ7E6gzAVg4ecp6XU,My List,47.0,,100.0,spotify:track:3vzmDjQ7E6gzAVg4ecp6XU
6088,Word Of Mouf,95.0,"Ludacris, Sleepy Brown",Saturday (Oooh! Ooooh!)Ludacris Featuring Sleepy Brown,93673.0,Ludacris Featuring Sleepy Brown,2002-06-29,0.0,69.0,22.0,71.0,Saturday (Oooh! Ooooh!),20.0,4QKdiLnJ2fnvfLPUldoryF,Saturday (Oooh! Ooooh!),50.0,,100.0,spotify:track:4QKdiLnJ2fnvfLPUldoryF
6089,State Property,93.0,"Beanie Sigel, Freeway",Roc The MicBeanie Sigel & Freeway,93699.0,Beanie Sigel & Freeway,2002-06-29,0.0,96.0,55.0,97.0,Roc The Mic,19.0,5WHAySW7mtAKHsaUh9N1Rr,Roc The Mic,48.0,,100.0,spotify:track:5WHAySW7mtAKHsaUh9N1Rr
6090,Now,100.0,Maxwell,This Woman's WorkMaxwell,93701.0,Maxwell,2002-06-29,0.0,0.0,58.0,99.0,This Woman's Work,15.0,741OE401HO7ZCaPhEqCZ7w,This Woman's Work,57.0,https://p.scdn.co/mp3-preview/43bec91329a60799ef7411775f9c4a5bd51930c3?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:741OE401HO7ZCaPhEqCZ7w
6091,Class of 2002,100.0,Tweet,Oops (Oh My)Tweet,93794.0,Tweet,2002-06-22,0.0,74.0,7.0,92.0,Oops (Oh My),20.0,4fEcCYNgbonbw5YHkR0yqV,Oops (Oh My),0.0,https://p.scdn.co/mp3-preview/3e8c1c39c082abc6510fd876f373a44badfe70ab?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:4fEcCYNgbonbw5YHkR0yqV
6092,The Best Of Chris Cagle,100.0,Chris Cagle,"I Breathe In, I Breathe OutChris Cagle",93797.0,Chris Cagle,2002-06-22,0.0,94.0,35.0,95.0,"I Breathe In, I Breathe Out",20.0,3r513lY50AOJBqaG4nP2LT,"I Breathe In, I Breathe Out",40.0,,100.0,spotify:track:3r513lY50AOJBqaG4nP2LT
6093,Faithfully,100.0,Faith Evans,I Love YouFaith Evans,93851.0,Faith Evans,2002-06-15,0.0,53.0,14.0,49.0,I Love You,21.0,6gsmFgUiSTuinJlScwFODv,I Love You,53.0,https://p.scdn.co/mp3-preview/fc42ce71c03c04481b4839307c58603f58b64b2f?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:6gsmFgUiSTuinJlScwFODv
6094,Under Rug Swept,100.0,Alanis Morissette,Hands CleanAlanis Morissette,93891.0,Alanis Morissette,2002-06-15,0.0,86.0,23.0,89.0,Hands Clean,20.0,2LVxvGhl2U5p2ql2ujc6vZ,Hands Clean,56.0,https://p.scdn.co/mp3-preview/b2e2948070c3b8cefd92330bf298acf0952cde07?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:2LVxvGhl2U5p2ql2ujc6vZ
6095,Satellite (U.S. Version; WEA Distribution),100.0,P.O.D.,Youth Of The NationP.O.D.,93894.0,P.O.D.,2002-06-15,0.0,89.0,28.0,92.0,Youth Of The Nation,19.0,0UrWr7Jnu1heq1o99ZwUd0,Youth of the Nation,70.0,https://p.scdn.co/mp3-preview/e539c574dfe89ea3cdd6aaa4aa93d89595e6e379?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:0UrWr7Jnu1heq1o99ZwUd0
6096,Fever,100.0,Kylie Minogue,Can't Get You Out Of My HeadKylie Minogue,93980.0,Kylie Minogue,2002-06-08,0.0,64.0,7.0,78.0,Can't Get You Out Of My Head,20.0,3E7ZwUMJFqpsDOJzEkBrQ7,Can't Get You out of My Head,73.0,https://p.scdn.co/mp3-preview/8698fb43a16503ad290e738649a19d1663b9cbc6?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:3E7ZwUMJFqpsDOJzEkBrQ7
6097,Rascal Flatts,100.0,Rascal Flatts,I'm Movin' OnRascal Flatts,93994.0,Rascal Flatts,2002-06-08,0.0,86.0,41.0,92.0,I'm Movin' On,19.0,7gpuC3rLKkI7PoJcEnSIO6,I'm Movin' On,51.0,,100.0,spotify:track:7gpuC3rLKkI7PoJcEnSIO6
6098,Down The Road I Go,100.0,Travis Tritt,Modern Day Bonnie And ClydeTravis Tritt,93996.0,Travis Tritt,2002-06-08,0.0,82.0,55.0,94.0,Modern Day Bonnie And Clyde,11.0,58rdbCe3SBJuJeWEJa8Htm,Modern Day Bonnie and Clyde,60.0,https://p.scdn.co/mp3-preview/f99d53c7baa42667dd1cb05a37796cf0d86363ad?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:58rdbCe3SBJuJeWEJa8Htm
6099,Acoustic Soul,100.0,India.Arie,VideoIndia.Arie,94000.0,India.Arie,2002-06-08,0.0,90.0,47.0,98.0,Video,31.0,4oiAlcisfimXQc1wyAtX9a,Video,61.0,,100.0,spotify:track:4oiAlcisfimXQc1wyAtX9a
6100,B2K,100.0,B2K,Uh HuhB2K,94052.0,B2K,2002-06-01,0.0,41.0,37.0,50.0,Uh Huh,22.0,2nBY2iQvxOIXrdlJvg7ZPo,Uh Huh,48.0,https://p.scdn.co/mp3-preview/034aae4d2facc5c667f5407261665339cc3ed4df?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:2nBY2iQvxOIXrdlJvg7ZPo
6101,Songs In A Minor (Expanded Edition),100.0,Alicia Keys,How Come You Don't Call MeAlicia Keys,94089.0,Alicia Keys,2002-06-01,0.0,77.0,59.0,87.0,How Come You Don't Call Me,9.0,5bAEFsQjo0DEJalVwFVmsW,How Come You Don't Call Me,51.0,https://p.scdn.co/mp3-preview/cb08718efff25e831b93daf26f8960265b2b4f0e?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:5bAEFsQjo0DEJalVwFVmsW
6102,The Way I Feel,100.0,Remy Shand,Take A MessageRemy Shand,94091.0,Remy Shand,2002-06-01,0.0,89.0,89.0,89.0,Take A Message,6.0,0hJPZ0v8QxRwGIKiMGKE1G,Take A Message,39.0,,100.0,spotify:track:0hJPZ0v8QxRwGIKiMGKE1G
6103,Number One Hits,100.0,Tim McGraw,The Cowboy In MeTim McGraw,94189.0,Tim McGraw,2002-05-25,0.0,78.0,33.0,87.0,The Cowboy In Me,20.0,7gHoT3JZocCWKWkMWvAGix,The Cowboy In Me,48.0,https://p.scdn.co/mp3-preview/81352d8ed60b011666f7eff27f520d2b27e67bbc?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:7gHoT3JZocCWKWkMWvAGix
6104,Kevin Denney,100.0,Kevin Denney,That's Just JessieKevin Denney,94192.0,Kevin Denney,2002-05-25,0.0,83.0,76.0,90.0,That's Just Jessie,17.0,0hHLFYQOVwKhpnO7oSXcFz,That's Just Jessie,32.0,,100.0,spotify:track:0hHLFYQOVwKhpnO7oSXcFz
6105,Full Moon,100.0,Brandy,What About Us?Brandy,94196.0,Brandy,2002-05-25,0.0,88.0,7.0,94.0,What About Us?,18.0,537F8BYzIMOZBl75qwCXy8,What About Us?,39.0,https://p.scdn.co/mp3-preview/f7bf611b2ed4d7ec0622ae7605d58b353ed2d5f4?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:537F8BYzIMOZBl75qwCXy8
6106,80 Dimes,100.0,B Rich,Whoa NowB Rich,94202.0,B Rich,2002-05-25,0.0,98.0,98.0,100.0,Whoa Now,2.0,5M787z6y04n4uxZ9rpBAm1,Whoa Now,15.0,https://p.scdn.co/mp3-preview/d088784abbf41dab46df2e2b80811b594dd1fcd4?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:5M787z6y04n4uxZ9rpBAm1
6107,Pain Is Love,94.0,"Ja Rule, Ashanti",Always On TimeJa Rule Featuring Ashanti,94248.0,Ja Rule Featuring Ashanti,2002-05-18,0.0,34.0,1.0,46.0,Always On Time,27.0,4hrae8atte6cRlSC9a7VCO,Always On Time,73.0,,100.0,spotify:track:4hrae8atte6cRlSC9a7VCO
6108,Escape,100.0,Enrique Iglesias,HeroEnrique Iglesias,94252.0,Enrique Iglesias,2002-05-18,0.0,50.0,3.0,50.0,Hero,34.0,24Gxm7Eh7tO83E26LG0CsY,Hero,62.0,,100.0,spotify:track:24Gxm7Eh7tO83E26LG0CsY
6109,Soul Sista,94.0,"KeKe Wyatt, Avant",Nothing In This WorldKeKe Wyatt Featuring Avant,94283.0,KeKe Wyatt Featuring Avant,2002-05-18,0.0,77.0,27.0,81.0,Nothing In This World,20.0,54Ev13Dca9qrYZDNLFUYpb,Nothing In This World,51.0,,100.0,spotify:track:54Ev13Dca9qrYZDNLFUYpb
6110,Toxicity,100.0,System Of A Down,Chop SueySystem Of A Down,94294.0,System Of A Down,2002-05-18,0.0,89.0,76.0,92.0,Chop Suey,20.0,2DlHlPMa4M17kufBvI2lEN,Chop Suey!,79.0,https://p.scdn.co/mp3-preview/cd2a1f9fd7619bdae4e2e718b11d5bb054a3d677?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,95.0,spotify:track:2DlHlPMa4M17kufBvI2lEN
6111,Diary of a Sinner: 1st Entry,100.0,Petey Pablo,I Told Y'allPetey Pablo,94296.0,Petey Pablo,2002-05-18,0.0,94.0,94.0,94.0,I Told Y'all,3.0,2T5wKTa1NEkxwXwtxh7xvu,I Told Y'all,27.0,https://p.scdn.co/mp3-preview/dafe0d47e727fb167bd7c9d9a39e94da372560d4?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:2T5wKTa1NEkxwXwtxh7xvu
6112,Weathered,100.0,Creed,My SacrificeCreed,94351.0,Creed,2002-05-11,0.0,37.0,4.0,49.0,My Sacrifice,29.0,2VSbEXqs6NbNiZSTcHlIDR,My Sacrifice,69.0,,100.0,spotify:track:2VSbEXqs6NbNiZSTcHlIDR
6113,Instructions (Explicit Version),94.0,"Jermaine Dupri, Ludacris",Welcome To AtlantaJermaine Dupri & Ludacris,94353.0,Jermaine Dupri & Ludacris,2002-05-11,0.0,53.0,35.0,51.0,Welcome To Atlanta,20.0,19VTqucnxJuH6kilNdweTh,Welcome to Atlanta (feat. Ludacris),56.0,https://p.scdn.co/mp3-preview/c4a62b861b69458cd0396c9e4d91f05c807d0f56?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,97.0,spotify:track:19VTqucnxJuH6kilNdweTh
6114,Living Proof,100.0,Cher,Song For The LonelyCher,94401.0,Cher,2002-05-11,0.0,99.0,85.0,99.0,Song For The Lonely,6.0,1nu7ec0zCNvyHRrFXZsFHy,Song for the Lonely,39.0,https://p.scdn.co/mp3-preview/6af7088363f421f7f2c5da8ce8f80bfef6d797ae?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:1nu7ec0zCNvyHRrFXZsFHy
6115,I Need You,100.0,LeAnn Rimes,Can't Fight The MoonlightLeAnn Rimes,94438.0,LeAnn Rimes,2002-05-04,0.0,30.0,11.0,36.0,Can't Fight The Moonlight,42.0,2AogRMqARWyUP7VQ3gmSoY,Can't Fight The Moonlight,63.0,https://p.scdn.co/mp3-preview/84b0ad9f6dddec182acb3e52fd9c1b97567c5ffb?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:2AogRMqARWyUP7VQ3gmSoY
6116,No More Drama,100.0,Mary J. Blige,Family AffairMary J. Blige,94448.0,Mary J. Blige,2002-05-04,0.0,47.0,1.0,46.0,Family Affair,41.0,3aw9iWUQ3VrPQltgwvN9Xu,Family Affair,71.0,,100.0,spotify:track:3aw9iWUQ3VrPQltgwvN9Xu
6117,John P. Kelly,100.0,Mr. Cheeks,"Lights, Camera, Action!Mr. Cheeks",94450.0,Mr. Cheeks,2002-05-04,0.0,38.0,14.0,48.0,"Lights, Camera, Action!",30.0,36gOOIQaBwXZVKL5z2vC3Z,"Lights, Camera, Action!",44.0,,100.0,spotify:track:36gOOIQaBwXZVKL5z2vC3Z
6118,Big Boi & Dre Present...OutKast,95.0,"OutKast, Killer Mike",The Whole WorldOutKast Featuring Killer Mike,94459.0,OutKast Featuring Killer Mike,2002-05-04,0.0,42.0,19.0,57.0,The Whole World,20.0,074v54tSEWLbq3Hu5wf6uh,The Whole World (feat. Killer Mike),51.0,https://p.scdn.co/mp3-preview/9db99de935fabe7ff50bdd096a43035199be767b?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,97.0,spotify:track:074v54tSEWLbq3Hu5wf6uh
6119,#1s ... and then some,100.0,Brooks & Dunn,The Long GoodbyeBrooks & Dunn,94482.0,Brooks & Dunn,2002-05-04,0.0,75.0,39.0,80.0,The Long Goodbye,20.0,550bzTUwGQIhotK33gVvEg,The Long Goodbye,40.0,https://p.scdn.co/mp3-preview/39d9c31d5c7bc410144f7adfe5d47bf98b734ef0?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:550bzTUwGQIhotK33gVvEg
6120,Instant Vintage,96.0,"Raphael Saadiq, D'Angelo",Be HereRaphael Saadiq Featuring D'Angelo,94502.0,Raphael Saadiq Featuring D'Angelo,2002-05-04,0.0,99.0,99.0,100.0,Be Here,2.0,7x6ev0H9OAmvuDnyuItBZS,Be Here,46.0,,100.0,spotify:track:7x6ev0H9OAmvuDnyuItBZS
6121,8701,100.0,Usher,U Got It BadUsher,94538.0,Usher,2002-04-27,0.0,36.0,1.0,36.0,U Got It Bad,32.0,7J41dYQolQJEtj3UmKLu5r,U Got It Bad,70.0,https://p.scdn.co/mp3-preview/d8ed27f510de0d7ec0f9ba4e4b8bd8d06f26359f?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:7J41dYQolQJEtj3UmKLu5r
6122,America Town,100.0,Five For Fighting,Superman (It's Not Easy)Five For Fighting,94547.0,Five For Fighting,2002-04-27,0.0,42.0,14.0,45.0,Superman (It's Not Easy),35.0,3TwtrR1yNLY1PMPsrGQpOp,Superman (It's Not Easy),69.0,https://p.scdn.co/mp3-preview/88216b6070ca174d68332d3fbe41291034e815e9?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:3TwtrR1yNLY1PMPsrGQpOp
6123,No More Drama,100.0,Mary J. Blige,No More DramaMary J. Blige,94579.0,Mary J. Blige,2002-04-27,0.0,60.0,15.0,77.0,No More Drama,20.0,7nWsh14AHpnTzq1Xejz90U,No More Drama,53.0,,100.0,spotify:track:7nWsh14AHpnTzq1Xejz90U
6124,Totally Hip Hop,100.0,Mystikal,Bouncin' Back (Bumpin' Me Against The Wall)Mystikal,94598.0,Mystikal,2002-04-27,0.0,90.0,37.0,96.0,Bouncin' Back (Bumpin' Me Against The Wall),20.0,2XinKZCwtcpB4pJUhFLLa0,Bouncin' Back (Bumpin' Me Against The Wall),7.0,https://p.scdn.co/mp3-preview/fde5be824b9f07da63a4ac234ec7379c8e247b0c?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:2XinKZCwtcpB4pJUhFLLa0
6125,"R&B - 100 Hits - The Greatest R n B album - 100 R & B Classics featuring Usher, Pitbull and Justin Timberlake",100.0,R. Kelly,The World's GreatestR. Kelly,94599.0,R. Kelly,2002-04-27,0.0,94.0,34.0,97.0,The World's Greatest,18.0,6QeMRyd3BmSfJbaNay3dpe,The World's Greatest,52.0,https://p.scdn.co/mp3-preview/33d600d256cc413b4693607f92038c73a29f28f1?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:6QeMRyd3BmSfJbaNay3dpe
6126,Rock Steady,96.0,"No Doubt, Bounty Killer",Hey BabyNo Doubt Featuring Bounty Killer,94651.0,No Doubt Featuring Bounty Killer,2002-04-20,0.0,44.0,5.0,49.0,Hey Baby,20.0,2QsoVMTKj5m5kgztTOep98,Hey Baby,52.0,,100.0,spotify:track:2QsoVMTKj5m5kgztTOep98
6127,Born to Do It,100.0,Craig David,7 DaysCraig David,94656.0,Craig David,2002-04-20,0.0,42.0,10.0,54.0,7 Days,20.0,0gPQTLaqHDgdupKEok7J2x,7 Days,70.0,https://p.scdn.co/mp3-preview/908aaee447b7fc2e779b46499aef9d56e393ad02?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:0gPQTLaqHDgdupKEok7J2x
6128,Burn,89.0,"Jo Dee Messina, Tim McGraw",Bring On The RainJo Dee Messina With Tim McGraw,94659.0,Jo Dee Messina With Tim McGraw,2002-04-20,0.0,58.0,36.0,57.0,Bring On The Rain,20.0,1OnXz5v4hVdrNLJ9N4MqzL,Bring On The Rain,51.0,https://p.scdn.co/mp3-preview/7f12041d5989cfe4bab64f9071fc21acb925f308?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:1OnXz5v4hVdrNLJ9N4MqzL
6129,Girl Interrupted,100.0,Ms. Jade,Feel The GirlMs. Jade,94694.0,Ms. Jade,2002-04-20,0.0,92.0,92.0,92.0,Feel The Girl,4.0,1ONo2x3Lv4vhWoEd5A7U4q,Feel The Girl,21.0,,100.0,spotify:track:1ONo2x3Lv4vhWoEd5A7U4q
6130,Stillmatic,100.0,Nas,Got Ur Self A...Nas,94700.0,Nas,2002-04-20,0.0,95.0,87.0,98.0,Got Ur Self A...,19.0,09wQdd0JQbkp9yKfRfwhjG,Got Ur Self A...,51.0,https://p.scdn.co/mp3-preview/d4b1c193d1ed6c195a95249d03491f5ccc3a9500?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:09wQdd0JQbkp9yKfRfwhjG
6131,White Lilies Island,100.0,Natalie Imbruglia,Wrong ImpressionNatalie Imbruglia,94702.0,Natalie Imbruglia,2002-04-20,0.0,90.0,64.0,100.0,Wrong Impression,8.0,1TZEQi5FfRDef6CcjxNIYB,Wrong Impression,34.0,https://p.scdn.co/mp3-preview/d5176edaddb920417a285716adde19241768bb25?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:1TZEQi5FfRDef6CcjxNIYB
6132,World Outside My Window,100.0,Glenn Lewis,Don't You Forget ItGlenn Lewis,94755.0,Glenn Lewis,2002-04-13,0.0,41.0,30.0,53.0,Don't You Forget It,20.0,7vKYuqKAySUizIkcAl4Oal,Don't You Forget It,45.0,https://p.scdn.co/mp3-preview/7448121ca3f5a2bae9955ce1b4464fd6b9361868?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:7vKYuqKAySUizIkcAl4Oal
6133,Blue Moon,100.0,Steve Holy,Good Morning BeautifulSteve Holy,94762.0,Steve Holy,2002-04-13,0.0,64.0,29.0,60.0,Good Morning Beautiful,20.0,0eHT8N5YQglv8cYYizXvSw,Good Morning Beautiful,53.0,https://p.scdn.co/mp3-preview/7a50daec16b740dceabc9b8da757afa757c4e9b7?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:0eHT8N5YQglv8cYYizXvSw
6134,Spin,100.0,Darren Hayes,InsatiableDarren Hayes,94798.0,Darren Hayes,2002-04-13,0.0,80.0,77.0,96.0,Insatiable,7.0,4Q8yCpsxxJF0tRsjzu6Ytw,Insatiable,48.0,https://p.scdn.co/mp3-preview/2b2f1e971673d6466e2c1f6c350a8f22fe0b670e?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:4Q8yCpsxxJF0tRsjzu6Ytw
6135,M!ssundaztood (Expanded Edition),100.0,P!nk,Get The Party StartedP!nk,94850.0,P!nk,2002-04-06,0.0,36.0,4.0,48.0,Get The Party Started,24.0,02jcEwywffn3Tsb48fXmlW,Get the Party Started,67.0,https://p.scdn.co/mp3-preview/7f9d4fc170323e1de6c4429c0ef74c7b136734a8?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:02jcEwywffn3Tsb48fXmlW
6136,Laundry Service,100.0,Shakira,"Whenever, WhereverShakira",94851.0,Shakira,2002-04-06,0.0,39.0,6.0,49.0,"Whenever, Wherever",24.0,2lnzGkdtDj5mtlcOW2yRtG,"Whenever, Wherever",74.0,https://p.scdn.co/mp3-preview/09ddeb4ae33ee6e8f5d41f42795910a34481c2e8?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:2lnzGkdtDj5mtlcOW2yRtG
6137,34 Number Ones,100.0,Alan Jackson,Where Were You (When The World Stopped Turning)Alan Jackson,94878.0,Alan Jackson,2002-04-06,0.0,79.0,28.0,76.0,Where Were You (When The World Stopped Turning),20.0,3eSwvMfSA0Fyku6Ak5JEw0,Where Were You (When the World Stopped Turning),55.0,https://p.scdn.co/mp3-preview/5cc6cbb6c8aea482aabda00028b20f74e5c5b93c?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:3eSwvMfSA0Fyku6Ak5JEw0
6138,Word Of Mouf,100.0,Ludacris,Roll Out (My Business)Ludacris,94949.0,Ludacris,2002-03-30,0.0,33.0,17.0,47.0,Roll Out (My Business),21.0,4SyadrABZJIjeND1HPJS31,Rollout (My Business),61.0,,94.0,spotify:track:4SyadrABZJIjeND1HPJS31
