,SongID,Unnamed: 0,artist,date,isNew,lastPos,peakPos,rank,title,weeks
46966,AngelJavier Colon,46966.0,Javier Colon,2011-07-02,1.0,0.0,64.0,64.0,Angel,1.0
46978,JoleneVicci Martinez,46978.0,Vicci Martinez,2011-07-02,1.0,0.0,76.0,76.0,Jolene,1.0
46992,Black Horse And The Cherry TreeCasey Weston,46992.0,Casey Weston,2011-07-02,1.0,0.0,90.0,90.0,Black Horse And The Cherry Tree,1.0
47001,Price TagXenia,47001.0,Xenia,2011-07-02,1.0,0.0,99.0,99.0,Price Tag,1.0
47002,MonsterParamore,47002.0,Paramore,2011-07-02,0.0,36.0,36.0,100.0,Monster,2.0
47099,YouRomeo Santos,47099.0,Romeo Santos,2011-06-25,1.0,0.0,97.0,97.0,You,1.0
47197,I DoColbie Caillat,47197.0,Colbie Caillat,2011-06-11,0.0,97.0,23.0,95.0,I Do,9.0
47201,SingMy Chemical Romance,47201.0,My Chemical Romance,2011-06-11,0.0,89.0,58.0,99.0,Sing,16.0
47261,Pure ImaginationGlee Cast,47261.0,Glee Cast,2011-06-04,1.0,0.0,59.0,59.0,Pure Imagination,1.0
47288,9 PieceRick Ross Featuring Lil Wayne Or T.I.,47288.0,Rick Ross Featuring Lil Wayne Or T.I.,2011-06-04,0.0,61.0,61.0,86.0,9 Piece,2.0
47302,FridayGlee Cast,47302.0,Glee Cast,2011-06-04,0.0,34.0,34.0,100.0,Friday,2.0
47352,Tonight (I'm Lovin' You)Enrique Iglesias Featuring Ludacris & DJ Frank E,47352.0,Enrique Iglesias Featuring Ludacris & DJ Frank E,2011-05-28,0.0,39.0,4.0,50.0,Tonight (I'm Lovin' You),25.0
47390,ThisDarius Rucker,47390.0,Darius Rucker,2011-05-28,0.0,75.0,51.0,88.0,This,20.0
47449,MoreUsher,47449.0,Usher,2011-05-21,0.0,39.0,15.0,47.0,More,22.0
47472,Not Ready To DieAvenged Sevenfold,47472.0,Avenged Sevenfold,2011-05-21,1.0,0.0,70.0,70.0,Not Ready To Die,1.0
47481,Don't StopGlee Cast,47481.0,Glee Cast,2011-05-21,1.0,0.0,79.0,79.0,Don't Stop,1.0
47494,DreamsGlee Cast Featuring Kristin Chenoweth,47494.0,Glee Cast Featuring Kristin Chenoweth,2011-05-21,1.0,0.0,92.0,92.0,Dreams,1.0
47544,Somewhere Only We KnowGlee Cast,47544.0,Glee Cast,2011-05-14,1.0,0.0,42.0,42.0,Somewhere Only We Know,1.0
47567,Time After TimeJavier Colon,47567.0,Javier Colon,2011-05-14,1.0,0.0,65.0,65.0,Time After Time,1.0
47573,"DeterminateBridgit Mendler, Adam Hicks, Naomi Scott & Hayley Kiyoko",47573.0,"Bridgit Mendler, Adam Hicks, Naomi Scott & Hayley Kiyoko",2011-05-14,0.0,51.0,51.0,71.0,Determinate,3.0
47585,AngelAkon,47585.0,Akon,2011-05-14,0.0,96.0,56.0,83.0,Angel,10.0
47690,"BreakthroughBridgit Mendler, Adam Hicks, Naomi Scott & Hayley Kiyoko",47690.0,"Bridgit Mendler, Adam Hicks, Naomi Scott & Hayley Kiyoko",2011-05-07,1.0,0.0,88.0,88.0,Breakthrough,1.0
47691,SomebodyBridgit Mendler,47691.0,Bridgit Mendler,2011-05-07,1.0,0.0,89.0,89.0,Somebody,1.0
47790,Where You AtJennifer Hudson,47790.0,Jennifer Hudson,2011-04-30,0.0,82.0,64.0,88.0,Where You At,6.0
47891,BoomSnoop Dogg Featuring T-Pain,47891.0,Snoop Dogg Featuring T-Pain,2011-04-23,0.0,81.0,76.0,89.0,Boom,4.0
47896,WalkingMary Mary,47896.0,Mary Mary,2011-04-23,0.0,94.0,94.0,94.0,Walking,5.0
47900,No BSChris Brown,47900.0,Chris Brown,2011-04-23,0.0,93.0,62.0,98.0,No BS,18.0
48071,Hello WorldLady Antebellum,48071.0,Lady Antebellum,2011-04-09,0.0,62.0,58.0,69.0,Hello World,20.0
48089,HigherTaio Cruz Featuring Travie McCoy,48089.0,Taio Cruz Featuring Travie McCoy,2011-04-09,0.0,84.0,24.0,87.0,Higher,15.0
48099,F**k Him He's A DJKe$ha,48099.0,Ke$ha,2011-04-09,1.0,0.0,97.0,97.0,F**k Him He's A DJ,1.0
48138,Raise Your GlassGlee Cast,48138.0,Glee Cast,2011-04-02,1.0,0.0,36.0,36.0,Raise Your Glass,1.0
48139,BlackbirdGlee Cast,48139.0,Glee Cast,2011-04-02,1.0,0.0,37.0,37.0,Blackbird,1.0
48154,MiseryGlee Cast,48154.0,Glee Cast,2011-04-02,1.0,0.0,52.0,52.0,Misery,1.0
48172,LandslideGlee Cast Featuring Gwyneth Paltrow,48172.0,Glee Cast Featuring Gwyneth Paltrow,2011-04-02,0.0,23.0,23.0,70.0,Landslide,2.0
48245,We R Who We RKe$ha,48245.0,Ke$ha,2011-03-26,0.0,37.0,1.0,43.0,We R Who We R,20.0
48264,AnimalGlee Cast,48264.0,Glee Cast,2011-03-26,1.0,0.0,62.0,62.0,Animal,1.0
48285,KissGlee Cast,48285.0,Glee Cast,2011-03-26,1.0,0.0,83.0,83.0,Kiss,1.0
48300,KushDr. Dre Featuring Snoop Dogg & Akon,48300.0,Dr. Dre Featuring Snoop Dogg & Akon,2011-03-26,0.0,94.0,34.0,98.0,Kush,17.0
48379,TwistedGorilla Zoe Featuring Lil Jon,48379.0,Gorilla Zoe Featuring Lil Jon,2011-03-19,1.0,0.0,77.0,77.0,Twisted,1.0
48387,MaybeSick Puppies,48387.0,Sick Puppies,2011-03-19,0.0,85.0,56.0,85.0,Maybe,15.0
48389,Country BoyAaron Lewis Featuring George Jones & Charlie Daniels,48389.0,Aaron Lewis Featuring George Jones & Charlie Daniels,2011-03-19,0.0,100.0,87.0,87.0,Country Boy,2.0
48392,PrayJustin Bieber,48392.0,Justin Bieber,2011-03-19,0.0,76.0,61.0,90.0,Pray,4.0
48393,The Shape I'm InJoe Nichols,48393.0,Joe Nichols,2011-03-19,0.0,98.0,91.0,91.0,The Shape I'm In,2.0
48401,21st Century GirlWILLOW,48401.0,WILLOW,2011-03-19,1.0,0.0,99.0,99.0,21st Century Girl,1.0
48451,Don't You Want MeGlee Cast,48451.0,Glee Cast,2011-03-12,1.0,0.0,49.0,49.0,Don't You Want Me,1.0
48463,Tik TokGlee Cast,48463.0,Glee Cast,2011-03-12,1.0,0.0,61.0,61.0,Tik Tok,1.0
48493,Who's That Chick?David Guetta Featuring Rihanna,48493.0,David Guetta Featuring Rihanna,2011-03-12,0.0,87.0,51.0,91.0,Who's That Chick?,9.0
48497,H*A*MKanye West Jay Z,48497.0,Kanye West Jay Z,2011-03-12,0.0,93.0,23.0,95.0,H*A*M,7.0
48549,BabyGlee Cast,48549.0,Glee Cast,2011-03-05,1.0,0.0,47.0,47.0,Baby,1.0
48551,SingGlee Cast,48551.0,Glee Cast,2011-03-05,1.0,0.0,49.0,49.0,Sing,1.0
48564,Somebody To LoveGlee Cast,48564.0,Glee Cast,2011-03-05,1.0,0.0,62.0,62.0,Somebody To Love,1.0
48580,Hit The LightsJay Sean Featuring Lil Wayne,48580.0,Jay Sean Featuring Lil Wayne,2011-03-05,0.0,18.0,18.0,78.0,Hit The Lights,2.0
48597,FireworkGlee Cast,48597.0,Glee Cast,2011-03-05,0.0,34.0,34.0,95.0,Firework,2.0
48646,"Bills, Bills, BillsGlee Cast",48646.0,Glee Cast,2011-02-26,0.0,79.0,44.0,44.0,"Bills, Bills, Bills",2.0
48649,When I Get You AloneGlee Cast,48649.0,Glee Cast,2011-02-26,1.0,0.0,47.0,47.0,When I Get You Alone,1.0
48664,Need You NowGlee Cast,48664.0,Glee Cast,2011-02-26,0.0,72.0,62.0,62.0,Need You Now,2.0
48698,BoyfriendNew Hollow,48698.0,New Hollow,2011-02-26,0.0,98.0,96.0,96.0,Boyfriend,3.0
48996,Stay The NightJames Blunt,48996.0,James Blunt,2011-02-05,1.0,0.0,94.0,94.0,Stay The Night,1.0
49050,Club Can't Handle MeFlo Rida Featuring David Guetta,49050.0,Flo Rida Featuring David Guetta,2011-01-29,0.0,33.0,9.0,48.0,Club Can't Handle Me,29.0
49093,Hold My HandMichael Jackson Duet With Akon,49093.0,Michael Jackson Duet With Akon,2011-01-29,0.0,70.0,39.0,91.0,Hold My Hand,9.0
49101,Turn On The RadioReba,49101.0,Reba,2011-01-29,0.0,78.0,53.0,99.0,Turn On The Radio,18.0
49199,"MonsterKanye West Featuring Jay-Z, Rick Ross, Bon Iver & Nicki Minaj",49199.0,"Kanye West Featuring Jay-Z, Rick Ross, Bon Iver & Nicki Minaj",2011-01-22,0.0,92.0,18.0,97.0,Monster,10.0
49297,ShakeJesse McCartney,49297.0,Jesse McCartney,2011-01-15,0.0,89.0,54.0,95.0,Shake,12.0
49368,Hit It Again3OH!3,49368.0,3OH!3,2011-01-08,1.0,0.0,66.0,66.0,Hit It Again,1.0
49498,LocaShakira Featuring El Cata or Dizzee Rascal,49498.0,Shakira Featuring El Cata or Dizzee Rascal,2011-01-01,0.0,90.0,32.0,96.0,Loca,11.0
49500,Letting Go (Dutty Love)Sean Kingston Featuring Nicki Minaj,49500.0,Sean Kingston Featuring Nicki Minaj,2011-01-01,0.0,86.0,36.0,98.0,Letting Go (Dutty Love),20.0
49501,"Baby, It's Cold OutsideGlee Cast",49501.0,Glee Cast,2011-01-01,0.0,57.0,57.0,99.0,"Baby, It's Cold Outside",2.0
49631,"Hey, Soul SisterGlee Cast",49631.0,Glee Cast,2010-12-18,1.0,0.0,29.0,29.0,"Hey, Soul Sister",1.0
49656,ValerieGlee Cast,49656.0,Glee Cast,2010-12-18,1.0,0.0,54.0,54.0,Valerie,1.0
49681,BootsThe Killers,49681.0,The Killers,2010-12-18,1.0,0.0,79.0,79.0,Boots,1.0
49759,Take It OffKe$ha,49759.0,Ke$ha,2010-12-11,0.0,55.0,8.0,57.0,Take It Off,20.0
49762,"Dark FantasyKanye West Featuring Teyana Taylor, Nicki Minaj & Bon Iver",49762.0,"Kanye West Featuring Teyana Taylor, Nicki Minaj & Bon Iver",2010-12-11,1.0,0.0,60.0,60.0,Dark Fantasy,1.0
49772,Show Me How You BurlesqueChristina Aguilera,49772.0,Christina Aguilera,2010-12-11,1.0,0.0,70.0,70.0,Show Me How You Burlesque,1.0
49782,Teenage DreamGlee Cast,49782.0,Glee Cast,2010-12-11,0.0,36.0,8.0,80.0,Teenage Dream,3.0
49795,Crazy Beautiful LifeKe$ha,49795.0,Ke$ha,2010-12-11,1.0,0.0,93.0,93.0,Crazy Beautiful Life,1.0
49895,SickNew Hollow,49895.0,New Hollow,2010-12-04,0.0,88.0,86.0,93.0,Sick,3.0
49898,What IfJason Derulo,49898.0,Jason Derulo,2010-12-04,0.0,76.0,76.0,96.0,What If,2.0
49950,Cooler Than MeMike Posner,49950.0,Mike Posner,2010-11-27,0.0,38.0,6.0,48.0,Cooler Than Me,29.0
49979,CannibalKe$ha,49979.0,Ke$ha,2010-11-27,1.0,0.0,77.0,77.0,Cannibal,1.0
49994,Scott Mescudi Vs. The WorldKid Cudi Featuring Cee-Lo,49994.0,Kid Cudi Featuring Cee-Lo,2010-11-27,1.0,0.0,92.0,92.0,Scott Mescudi Vs. The World,1.0
50192,HollywoodMichael Buble,50192.0,Michael Buble,2010-11-13,0.0,0.0,55.0,90.0,Hollywood,2.0
50245,OMGUsher Featuring will.i.am,50245.0,Usher Featuring will.i.am,2010-11-06,0.0,44.0,1.0,43.0,OMG,30.0
50268,Gonna Get ThisHannah Montana Featuring Iyaz,50268.0,Hannah Montana Featuring Iyaz,2010-11-06,1.0,0.0,66.0,66.0,Gonna Get This,1.0
50284,The EndKings Of Leon,50284.0,Kings Of Leon,2010-11-06,1.0,0.0,82.0,82.0,The End,1.0
50296,Our Kind Of LoveLady Antebellum,50296.0,Lady Antebellum,2010-11-06,0.0,86.0,51.0,94.0,Our Kind Of Love,20.0
50329,LuckyGlee Cast,50329.0,Glee Cast,2010-10-30,1.0,0.0,27.0,27.0,Lucky,1.0
50356,Move That BodyNelly Featuring T-Pain & Akon,50356.0,Nelly Featuring T-Pain & Akon,2010-10-30,1.0,0.0,54.0,54.0,Move That Body,1.0
50389,Sing!Glee Cast,50389.0,Glee Cast,2010-10-30,1.0,0.0,87.0,87.0,Sing!,1.0
50439,One Of UsGlee Cast,50439.0,Glee Cast,2010-10-23,1.0,0.0,37.0,37.0,One Of Us,1.0
50462,Losing My ReligionGlee Cast,50462.0,Glee Cast,2010-10-23,1.0,0.0,60.0,60.0,Losing My Religion,1.0
50475,Bridge Over Troubled WaterGlee Cast,50475.0,Glee Cast,2010-10-23,1.0,0.0,73.0,73.0,Bridge Over Troubled Water,1.0
50483,La La LaAuburn Featuring Iyaz,50483.0,Auburn Featuring Iyaz,2010-10-23,0.0,73.0,51.0,81.0,La La La,13.0
50518,ToxicGlee Cast,50518.0,Glee Cast,2010-10-16,1.0,0.0,16.0,16.0,Toxic,1.0
50550,Need You NowLady Antebellum,50550.0,Lady Antebellum,2010-10-16,0.0,46.0,2.0,48.0,Need You Now,60.0
50555,StrongerGlee Cast,50555.0,Glee Cast,2010-10-16,1.0,0.0,53.0,53.0,Stronger,1.0
50602,Pretty Boy SwagSoulja Boy Tell'em,50602.0,Soulja Boy Tell'em,2010-10-16,0.0,81.0,34.0,100.0,Pretty Boy Swag,16.0
50640,ListenGlee Cast,50640.0,Glee Cast,2010-10-09,1.0,0.0,38.0,38.0,Listen,1.0
50695,BittersweetFantasia,50695.0,Fantasia,2010-10-09,0.0,84.0,74.0,93.0,Bittersweet,12.0
50699,Erase MeKid Cudi Featuring Kanye West,50699.0,Kid Cudi Featuring Kanye West,2010-10-09,0.0,78.0,22.0,97.0,Erase Me,5.0
50792,Somebody To LoveJustin Bieber Featuring Usher,50792.0,Justin Bieber Featuring Usher,2010-10-02,0.0,0.0,15.0,90.0,Somebody To Love,18.0
50889,I'm InKeith Urban,50889.0,Keith Urban,2010-09-25,0.0,69.0,60.0,87.0,I'm In,16.0
50894,Introducing MeNick Jonas,50894.0,Nick Jonas,2010-09-25,1.0,0.0,92.0,92.0,Introducing Me,1.0
50955,ImpossibleShontelle,50955.0,Shontelle,2010-09-18,0.0,51.0,13.0,53.0,Impossible,20.0
50986,RideCiara Featuring Ludacris,50986.0,Ciara Featuring Ludacris,2010-09-18,0.0,73.0,42.0,84.0,Ride,20.0
50996,Bed Intruder SongAntoine Dodson & The Gregory Brothers Featuring Kelly Dodson,50996.0,Antoine Dodson & The Gregory Brothers Featuring Kelly Dodson,2010-09-18,0.0,92.0,89.0,94.0,Bed Intruder Song,3.0
51148,Your Love Is My DrugKe$ha,51148.0,Ke$ha,2010-09-04,0.0,36.0,4.0,46.0,Your Love Is My Drug,28.0
51195,WaterBrad Paisley,51195.0,Brad Paisley,2010-09-04,0.0,90.0,42.0,93.0,Water,19.0
51289,Lose My MindYoung Jeezy Featuring Plies,51289.0,Young Jeezy Featuring Plies,2010-08-28,0.0,73.0,35.0,87.0,Lose My Mind,15.0
51301,Lay Me DownThe Dirty Heads Featuring Rome,51301.0,The Dirty Heads Featuring Rome,2010-08-28,0.0,100.0,93.0,99.0,Lay Me Down,8.0
51593,Ordinary GirlHannah Montana,51593.0,Hannah Montana,2010-08-07,0.0,91.0,91.0,91.0,Ordinary Girl,2.0
51602,Eenie MeenieSean Kingston & Justin Bieber,51602.0,Sean Kingston & Justin Bieber,2010-08-07,0.0,99.0,15.0,100.0,Eenie Meenie,18.0
51892,Wrong Baby WrongMartina McBride,51892.0,Martina McBride,2010-07-17,0.0,80.0,74.0,90.0,Wrong Baby Wrong,15.0
51948,TiK ToKKe$ha,51948.0,Ke$ha,2010-07-10,0.0,39.0,1.0,46.0,TiK ToK,38.0
51977,StayMiley Cyrus,51977.0,Miley Cyrus,2010-07-10,1.0,0.0,75.0,75.0,Stay,1.0
51987,I Keep On Loving YouReba,51987.0,Reba,2010-07-10,0.0,78.0,78.0,85.0,I Keep On Loving You,10.0
51997,I'm BackT.I.,51997.0,T.I.,2010-07-10,0.0,85.0,44.0,95.0,I'm Back,15.0
52059,9 AM In DallasDrake,52059.0,Drake,2010-07-03,1.0,0.0,57.0,57.0,9 AM In Dallas,1.0
52064,HeyLil Jon Featuring 3OH!3,52064.0,Lil Jon Featuring 3OH!3,2010-07-03,0.0,70.0,62.0,62.0,Hey,2.0
52094,SoloIyaz,52094.0,Iyaz,2010-07-03,0.0,0.0,32.0,92.0,Solo,18.0
52146,Over The RainbowGlee Cast,52146.0,Glee Cast,2010-06-26,1.0,0.0,44.0,44.0,Over The Rainbow,1.0
52196,Poker FaceGlee Cast,52196.0,Glee Cast,2010-06-26,0.0,70.0,20.0,94.0,Poker Face,4.0
52197,I Gotta Get To YouGeorge Strait,52197.0,George Strait,2010-06-26,0.0,78.0,70.0,95.0,I Gotta Get To You,13.0
52271,Good VibrationsGlee Cast,52271.0,Glee Cast,2010-06-19,1.0,0.0,69.0,69.0,Good Vibrations,1.0
52274,Beautiful DayLee DeWyze,52274.0,Lee DeWyze,2010-06-19,0.0,24.0,24.0,72.0,Beautiful Day,2.0
52277,Deja Vu3OH!3,52277.0,3OH!3,2010-06-19,1.0,0.0,75.0,75.0,Deja Vu,1.0
52278,HallelujahLee DeWyze,52278.0,Lee DeWyze,2010-06-19,0.0,44.0,44.0,76.0,Hallelujah,2.0
52282,Falling SlowlyLee DeWyze & Crystal Bowersox,52282.0,Lee DeWyze & Crystal Bowersox,2010-06-19,0.0,66.0,66.0,80.0,Falling Slowly,2.0
52284,UnstoppableRascal Flatts,52284.0,Rascal Flatts,2010-06-19,0.0,74.0,52.0,82.0,Unstoppable,18.0
52289,Tell Me Something GoodGlee Cast,52289.0,Glee Cast,2010-06-19,1.0,0.0,87.0,87.0,Tell Me Something Good,1.0
52295,LoserGlee Cast,52295.0,Glee Cast,2010-06-19,1.0,0.0,93.0,93.0,Loser,1.0
52360,American HoneyLady Antebellum,52360.0,Lady Antebellum,2010-06-12,0.0,52.0,25.0,58.0,American Honey,20.0
52374,BethGlee Cast,52374.0,Glee Cast,2010-06-12,1.0,0.0,72.0,72.0,Beth,1.0
52390,The BoxerLee DeWyze,52390.0,Lee DeWyze,2010-06-12,1.0,0.0,88.0,88.0,The Boxer,1.0
52394,Dream OnGlee Cast Featuring Neil Patrick Harris,52394.0,Glee Cast Featuring Neil Patrick Harris,2010-06-12,0.0,26.0,26.0,92.0,Dream On,2.0
52395,Who DatJ. Cole,52395.0,J. Cole,2010-06-12,1.0,0.0,93.0,93.0,Who Dat,1.0
52479,Neutron Star Collision (Love Is Forever)Muse,52479.0,Muse,2010-06-05,1.0,0.0,77.0,77.0,Neutron Star Collision (Love Is Forever),1.0
52562,OneGlee Cast,52562.0,Glee Cast,2010-05-29,1.0,0.0,60.0,60.0,One,1.0
52584,I'm SingleLil Wayne,52584.0,Lil Wayne,2010-05-29,1.0,0.0,82.0,82.0,I'm Single,1.0
52691,PhysicalGlee Cast Featuring Olivia Newton-John,52691.0,Glee Cast Featuring Olivia Newton-John,2010-05-22,1.0,0.0,89.0,89.0,Physical,1.0
52702,Give Me A Sign (Forever And Ever)Breaking Benjamin,52702.0,Breaking Benjamin,2010-05-22,0.0,99.0,97.0,100.0,Give Me A Sign (Forever And Ever),5.0
52763,BeautifulGlee Cast,52763.0,Glee Cast,2010-05-15,1.0,0.0,61.0,61.0,Beautiful,1.0
52766,FireGlee Cast Featuring Kristin Chenoweth,52766.0,Glee Cast Featuring Kristin Chenoweth,2010-05-15,1.0,0.0,64.0,64.0,Fire,1.0
52792,HomeGlee Cast Featuring Kristin Chenoweth,52792.0,Glee Cast Featuring Kristin Chenoweth,2010-05-15,1.0,0.0,90.0,90.0,Home,1.0
52874,Bet IB.o.B Featuring T.I. & Playboy Tre,52874.0,B.o.B Featuring T.I. & Playboy Tre,2010-05-08,1.0,0.0,72.0,72.0,Bet I,1.0
52889,Like A VirginGlee Cast,52889.0,Glee Cast,2010-05-08,1.0,0.0,87.0,87.0,Like A Virgin,1.0
52893,StillTim McGraw,52893.0,Tim McGraw,2010-05-08,1.0,0.0,91.0,91.0,Still,1.0
52896,I AmMary J. Blige,52896.0,Mary J. Blige,2010-05-08,0.0,90.0,55.0,94.0,I Am,20.0
52937,HelloGlee Cast Featuring Jonathan Groff,52937.0,Glee Cast Featuring Jonathan Groff,2010-05-01,1.0,0.0,35.0,35.0,Hello,1.0
53161,SomedayRob Thomas,53161.0,Rob Thomas,2010-04-17,0.0,67.0,59.0,59.0,Someday,22.0
53171,HardRihanna Featuring Jeezy,53171.0,Rihanna Featuring Jeezy,2010-04-17,0.0,68.0,8.0,69.0,Hard,20.0
53386,Make A WaveDisney's Friends For Change,53386.0,Disney's Friends For Change,2010-04-03,1.0,0.0,84.0,84.0,Make A Wave,1.0
53397,AliceAvril Lavigne,53397.0,Avril Lavigne,2010-04-03,0.0,71.0,71.0,95.0,Alice,3.0
53495,Feel ItThree 6 Mafia Vs. Tiesto With Sean Kingston & Flo Rida,53495.0,Three 6 Mafia Vs. Tiesto With Sean Kingston & Flo Rida,2010-03-27,0.0,78.0,78.0,93.0,Feel It,2.0
53572,Let It BeKris Allen,53572.0,Kris Allen,2010-03-20,0.0,63.0,63.0,70.0,Let It Be,2.0
53698,RainCreed,53698.0,Creed,2010-03-13,0.0,0.0,91.0,96.0,Rain,3.0
53763,Hallelujah (Vancouver Winter 2010 Version)k.d. lang,53763.0,k.d. lang,2010-03-06,1.0,0.0,61.0,61.0,Hallelujah (Vancouver Winter 2010 Version),1.0
53774,3Britney Spears,53774.0,Britney Spears,2010-03-06,0.0,63.0,1.0,72.0,3,20.0
53775,Money To BlowBirdman Featuring Lil Wayne & Drake,53775.0,Birdman Featuring Lil Wayne & Drake,2010-03-06,0.0,67.0,26.0,73.0,Money To Blow,20.0
53783,Something About The SunshineChristopher Wilde & Anna Margaret,53783.0,Christopher Wilde & Anna Margaret,2010-03-06,1.0,0.0,81.0,81.0,Something About The Sunshine,1.0
53802,Up Out My FaceMariah Carey Featuring Nicki Minaj,53802.0,Mariah Carey Featuring Nicki Minaj,2010-03-06,1.0,0.0,100.0,100.0,Up Out My Face,1.0
53891,I Can Transform YaChris Brown Featuring Lil Wayne & Swizz Beatz,53891.0,Chris Brown Featuring Lil Wayne & Swizz Beatz,2010-02-27,0.0,90.0,20.0,89.0,I Can Transform Ya,19.0
53898,SpotlightGucci Mane Featuring Usher,53898.0,Gucci Mane Featuring Usher,2010-02-27,0.0,95.0,42.0,96.0,Spotlight,16.0
53900,You And MeDave Matthews Band,53900.0,Dave Matthews Band,2010-02-27,0.0,57.0,57.0,98.0,You And Me,2.0
53948,Evacuate The DancefloorCascada,53948.0,Cascada,2010-02-20,0.0,38.0,25.0,46.0,Evacuate The Dancefloor,26.0
53977,Bridge Over Troubled WaterMary J. Blige & Andrea Bocelli,53977.0,Mary J. Blige & Andrea Bocelli,2010-02-20,1.0,0.0,75.0,75.0,Bridge Over Troubled Water,1.0
